STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,HPCP,Measurement Flag,Quality Flag
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090724 11:00,0.01, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090724 12:00,0.03, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090724 13:00,0.02, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090724 16:00,0.02, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090724 17:00,0.02, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090725 02:00,0.06, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090725 03:00,0.01, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090725 06:00,0.01, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090725 10:00,0.01, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090725 11:00,0.01, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090725 12:00,0.01, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090725 13:00,0.01, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090726 04:00,0.01, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090726 11:00,0.01, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090726 18:00,0.24, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090727 02:00,0.03, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090727 03:00,0.04, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090727 10:00,0.01, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090727 14:00,0.01, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090727 22:00,0.01, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090728 05:00,999.99,a, 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090730 05:00,0.04,A, 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090730 06:00,0.04, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090730 07:00,0.01, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090730 09:00,0.10, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090730 10:00,0.01, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090730 22:00,0.01, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090731 04:00,0.01, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090731 12:00,0.11, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090731 13:00,0.41, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090731 14:00,0.48, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090731 15:00,0.08, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090731 17:00,0.11, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090801 01:00,0.00,g, 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090801 09:00,999.99,a, 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090811 15:00,0.05,A, 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090812 17:00,999.99,a, 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090822 11:00,0.04,A, 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090822 12:00,0.10, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090822 13:00,0.15, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090822 15:00,0.25, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090822 16:00,0.36, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090822 17:00,0.02, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090823 04:00,0.01, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090823 06:00,0.01, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090823 12:00,0.01, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090823 14:00,0.01, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090823 15:00,0.01, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090823 20:00,0.40, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090823 21:00,0.10, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090823 23:00,0.05, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090824 09:00,0.01, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090824 14:00,0.08, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090824 15:00,0.02, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090824 19:00,0.05, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090824 20:00,0.03, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090824 22:00,0.01, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090825 05:00,0.01, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090825 06:00,0.01, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090825 18:00,999.99,a, 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090828 22:00,0.03,A, 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090828 23:00,0.02, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090829 00:00,0.15, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090829 01:00,0.13, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090829 02:00,0.25, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090829 03:00,0.28, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090829 04:00,0.08, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090829 05:00,0.07, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090829 06:00,0.06, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090829 07:00,0.03, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090829 08:00,0.02, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090829 09:00,0.11, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090829 10:00,0.05, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090829 11:00,0.04, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090829 12:00,0.09, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090829 13:00,0.08, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090829 14:00,0.11, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090829 15:00,0.10, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090829 16:00,0.15, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090829 17:00,0.14, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090829 18:00,0.01, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090830 12:00,999.99,a, 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090901 00:00,0.03,A, 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090901 01:00,0.00,g, 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090911 22:00,0.03, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090912 01:00,0.01, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090912 03:00,0.01, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090912 05:00,0.02, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090912 10:00,0.09, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090912 11:00,0.01, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090912 13:00,0.10, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090912 14:00,0.26, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090912 15:00,0.07, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090912 16:00,0.03, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090912 17:00,0.07, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090912 18:00,1.05, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090912 19:00,0.10, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090912 20:00,0.07, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090912 21:00,0.02, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090912 23:00,0.01, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090913 12:00,0.02, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090913 13:00,999.99,a, 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090927 05:00,0.03,A, 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090927 06:00,0.05, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090927 07:00,0.10, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090927 08:00,0.05, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090927 09:00,0.03, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090927 10:00,0.01, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090927 12:00,0.01, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090927 16:00,0.04, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090927 17:00,0.01, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090927 19:00,0.01, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090927 20:00,0.01, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090927 22:00,0.01, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090928 06:00,0.01, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090928 08:00,0.01, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090928 09:00,0.01, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090928 11:00,0.01, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090928 14:00,0.01, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090928 20:00,0.01, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090928 21:00,0.02, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090928 22:00,0.34, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090928 23:00,0.02, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090929 00:00,0.11, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090929 01:00,0.13, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090929 02:00,0.02, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090929 03:00,0.01, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090929 05:00,0.01, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090929 06:00,0.01, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090929 09:00,0.01, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090929 10:00,0.01, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090929 12:00,0.01, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20090929 21:00,999.99,a, 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091001 00:00,0.05,A, 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091001 01:00,0.00,g, 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091001 17:00,999.99,a, 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091003 07:00,0.05,A, 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091003 08:00,0.01, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091003 09:00,0.10, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091003 10:00,0.05, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091003 11:00,0.09, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091003 12:00,0.06, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091003 13:00,0.02, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091003 14:00,0.05, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091003 15:00,0.02, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091003 17:00,0.01, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091003 18:00,0.05, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091004 06:00,0.01, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091004 17:00,0.01, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091004 18:00,999.99,a, 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091007 04:00,0.03,A, 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091007 05:00,0.14, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091007 06:00,0.05, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091007 07:00,0.04, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091007 08:00,0.02, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091007 09:00,0.05, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091007 10:00,0.20, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091007 11:00,0.01, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091007 12:00,0.01, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091007 13:00,0.01, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091007 17:00,0.01, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091007 20:00,999.99,a, 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091009 17:00,0.04,A, 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091009 18:00,0.01, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091009 19:00,0.03, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091009 20:00,0.01, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091009 22:00,0.01, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091010 03:00,0.15, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091010 04:00,0.02, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091010 06:00,0.01, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091010 09:00,0.01, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091010 10:00,0.01, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091010 11:00,0.01, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091010 21:00,999.99,a, 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091013 05:00,0.03,A, 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091013 06:00,0.01, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091013 07:00,0.04, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091013 08:00,0.01, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091013 09:00,0.05, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091013 10:00,0.09, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091013 11:00,0.05, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091013 12:00,0.04, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091013 15:00,0.01, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091013 18:00,0.01, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091013 20:00,999.99,a, 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091016 06:00,0.01,A, 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091016 07:00,0.01, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091016 08:00,0.02, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091016 10:00,0.01, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091018 11:00,0.04, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091018 12:00,0.05, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091018 13:00,0.06, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091018 14:00,0.05, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091018 15:00,0.04, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091018 16:00,0.05, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091018 17:00,0.11, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091018 18:00,0.06, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091018 19:00,0.07, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091018 20:00,0.04, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091018 21:00,0.08, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091018 22:00,0.03, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091018 23:00,0.02, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091019 00:00,0.01, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091019 04:00,0.01, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091019 06:00,0.01, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091019 09:00,0.02, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091019 10:00,0.01, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091024 10:00,0.05, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091024 11:00,0.09, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091024 12:00,0.02, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091024 13:00,0.03, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091024 14:00,0.01, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091024 19:00,0.15, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091024 20:00,0.23, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091024 21:00,0.28, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091024 22:00,0.04, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091024 23:00,0.05, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091025 00:00,0.04, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091025 01:00,0.01, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091027 19:00,0.02, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091027 20:00,0.02, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091028 05:00,0.01, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091028 07:00,0.04, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091028 08:00,0.04, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091028 09:00,0.01, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091028 11:00,0.03, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091028 12:00,0.05, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091028 13:00,0.06, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091028 14:00,0.10, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091028 15:00,0.21, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091028 16:00,0.20, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091028 17:00,0.30, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091028 18:00,0.19, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091028 19:00,0.24, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091028 20:00,0.09, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091028 21:00,0.03, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091028 22:00,0.01, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091028 23:00,0.01, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091029 00:00,0.02, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091031 23:00,0.03, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091101 01:00,0.01, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091101 10:00,999.99,a, 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091114 04:00,0.03,A, 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091114 05:00,0.02, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091114 06:00,0.03, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091114 07:00,0.01, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091114 08:00,0.04, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091114 09:00,0.11, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091114 10:00,0.29, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091114 11:00,0.28, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091114 12:00,0.23, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091114 13:00,0.15, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091114 14:00,0.29, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091114 15:00,0.21, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091114 16:00,0.25, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091114 17:00,0.15, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091114 18:00,0.27, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091114 19:00,0.09, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091114 20:00,0.09, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091114 21:00,0.05, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091114 22:00,0.08, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091114 23:00,0.07, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091115 00:00,0.03, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091115 01:00,0.02, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091115 06:00,0.02, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091115 07:00,0.02, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091115 08:00,0.01, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091115 17:00,999.99,a, 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091120 07:00,0.02,A, 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091120 08:00,0.03, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091120 09:00,0.13, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091120 10:00,0.04, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091120 11:00,0.20, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091120 20:00,999.99,a, 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091124 03:00,0.02,A, 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091124 04:00,0.01, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091124 05:00,0.01, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091124 06:00,0.01, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091124 10:00,0.01, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091124 11:00,0.01, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091124 14:00,0.01, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091124 23:00,0.01, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091125 10:00,0.01, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091125 12:00,0.01, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091125 17:00,0.01, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091125 20:00,0.02, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091125 21:00,0.02, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091125 22:00,0.01, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091126 13:00,0.01, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091127 06:00,0.01, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091127 07:00,0.09, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091127 08:00,0.10, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091127 09:00,0.11, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091127 10:00,0.19, , 
COOP:193276,GROVELAND MA US,10.1,42.7467,-71.0426,20091127 11:00,0.06, , 
