ID,GlideNumber,Country,OtherCountry,long,lat,Area,Began,Ended,Validation,Dead,Displaced,MainCause,Severity,zipcode
2182,0,USA,0,-104.729,47.7159,30706.8,2003-03-17,2003-03-21,News,0,0,Ice Jams,1.0,59243
2183,0,USA,0,-81.7756,35.1516,269996.83,2003-03-19,2003-03-31,News,0,0,Heavy rain,1.0,29341
2203,0,USA,0,-88.6506,32.3342,83502.65,2003-04-07,2003-04-10,News,0,100,Heavy rain,2.0,39301
2219,0,USA,0,-148.177,64.9771,6718.98,2003-04-29,2003-05-04,News,0,0,Ice Jams,1.0,99709
2223,0,USA,0,-83.023,38.2891,4845.05,2003-05-05,2003-05-06,News,0,200,Heavy rain,1.0,41143
2225,0,USA,0,-85.4845,35.2142,313672.72,2003-05-06,2003-05-14,News,3,2000,Heavy rain,2.0,37397
2229,0,USA,0,-87.7071,46.6398,856.765,2003-05-14,2003-05-17,News,0,1752,"Dam/Levy, break or release",1.0,49849
2237,0,USA,0,-78.4955,37.2228,17832.44,2003-05-25,2003-05-30,News,1,0,Heavy rain,1.0,23960
2253,0,USA,0,-82.3633,38.3574,60614.8,2003-06-13,2003-06-19,News,7,1500,Heavy rain,1.0,25705
2259,0,USA,0,-81.8936,27.2672,18773.56,2003-06-22,2003-06-28,News,0,250,Heavy rain,1.0,34266
2262,0,USA,0,-97.0958,40.7146,41056.59,2003-06-23,2003-06-26,News,1,0,Heavy rain,1.0,68405
2273,0,USA,0,-85.9761,39.7887,150549.91,2003-07-05,2003-07-21,News,3,1200,Heavy rain,2.0,46229
2286,0,USA,0,-80.9253,41.0649,12173.27,2003-07-21,2003-07-28,News,3,1000,Heavy rain,1.0,44401
2295,0,USA,0,-149.976,63.9124,13111.55,2003-07-27,2003-07-31,News,0,20,Heavy rain,1.0,99743
2324,0,USA,0,-115.508,35.5295,34209.05,2003-08-19,2003-08-21,News,0,0,Torrential Rain,1.0,92366
2325,0,USA,0,-84.6831,38.1186,10537.09,2003-08-22,2003-08-22,News,2,0,Torrential rain,1.0,40347
2333,0,USA,0,-115.879,34.2795,5002.79,2003-08-26,2003-08-26,News,3,30,Brief torrential rain,1.0,92277
2342,0,USA,0,-86.6173,39.7344,32128.23,2003-09-01,2003-09-09,News,1,500,Heavy rain,2.0,46121
2341,0,USA,0,-96.3291,38.5104,1168.71,2003-08-30,2003-08-31,News,6,0,Brief torrential rain,2.0,66835
2352,0,USA,0,-78.4245,37.3311,171199.17,2003-09-18,2003-09-24,News,7,2500,Tropical Cyclone,1.0,23901
2349,0,USA,0,-75.4413,39.8192,2826.32,2003-09-15,2003-09-16,News,0,200,Heavy rain,1.0,19061
2366,0,USA,0,-99.2055,27.6304,62960.79,2003-10-12,2003-10-24,News,0,50,Heavy rain,2.0,78041
2382,0,USA,0,-118.273,33.8989,254.649,2003-11-12,2003-11-13,News,18,0,Brief torrential rain,1.0,90247
2388,0,USA,0,-79.3157,38.8759,213997.96,2003-11-19,2003-11-22,News,9,250,Heavy rain,2.0,26884
2411,0,USA,0,-117.246,34.2005,257.162,2003-12-25,2003-12-26,News,15,0,Heavy rain,1.0,92404
2412,0,USA,0,-85.3878,38.677,167998.11,2004-01-04,2004-01-16,News,2,60,Heavy rain,1.0,40045
2446,0,USA,0,-83.7764,37.7875,70496.68,2004-03-05,2004-03-07,News,3,0,Heavy rain,1.0,40376
2455,0,USA,0,-95.9635,37.1562,108613.62,2004-03-04,2004-03-08,News,0,30,Heavy rain,1.0,67347
2462,0,USA,Canada,-97.9994,48.162,30761.93,2004-03-28,2004-04-11,News,0,1000,Rain and snowmelt,2.0,58224
2476,0,USA,0,-93.2793,35.7496,177018.72,2004-04-24,2004-05-02,News,4,0,Heavy rain,1.0,72628
2478,0,USA,0,-96.95,32.0697,18401.2,2004-04-30,2004-05-01,News,6,0,Brief torrential rain,1.0,76670
2482,0,USA,0,-96.5166,30.8453,7786.59,2004-05-13,2004-05-15,News,0,250,Heavy rain,1.0,77859
2485,0,USA,0,-90.0126,41.9518,117312.56,2004-05-22,2004-05-26,News,1,150,Heavy rain,1.0,61285
2488,0,USA,0,-83.8407,37.8801,59887.68,2004-05-27,2004-06-01,News,3,0,Heavy rain,1.0,40380
2491,0,USA,0,-121.357,37.9526,607.755,2004-06-03,2004-10-11,News,0,300,"Dam/Levy, break or release",1.0,95203
2494,0,USA,0,-97.291,31.0405,114505.27,2004-06-05,2004-06-10,News,0,200,Heavy rain,1.0,76501
2498,0,USA,0,-88.7195,43.4752,28979.14,2004-06-10,2004-06-21,News,0,500,Heavy rain,2.0,53922
2520,0,USA,0,-74.6219,39.7967,2441.81,2004-07-12,2004-07-15,News,0,500,Heavy rain,2.0,08088
2535,0,USA,0,-97.13,32.6528,21194.51,2004-07-28,2004-07-31,News,3,0,Heavy rain,2.0,76001
2537,0,USA,0,-82.3471,34.7498,274.971,2004-07-29,2004-07-30,News,0,60,Brief torrential rain,2.0,29605
2550,0,USA,0,-116.759,36.3928,582.05,2004-08-15,2004-08-16,News,2,0,Brief torrential rain,1.0,92328
2557,0,USA,0,-77.6284,37.3684,10713.94,2004-08-30,2004-09-01,News,7,0,Tropical cyclone,1.0,23832
2560,0,USA,Bahamas,-81.4393,27.6084,308986.37,2004-09-05,2004-09-14,News,16,300,Tropical cyclone,1.0,33825
2565,0,USA,0,-92.8998,43.3726,15942.11,2004-09-15,2004-09-19,News,1,0,Heavy rain,1.0,50472
2584,0,USA,0,-97.4818,29.9969,107063.04,2004-11-15,2004-11-29,News,3,600,Heavy rain,1.0,78612
2597,0,USA,0,-89.5703,33.963,263934.24,2004-12-07,2004-12-20,News,0,0,Heavy rain,1.0,38922
2606,0,USA,0,-85.3524,38.2106,285908.88,2005-01-05,2005-02-01,News,3,4000,Heavy rain,2.0,40067
2608,0,USA,0,-118.094,34.0959,11751.45,2005-01-08,2005-01-11,News,4,500,Heavy rain,1.0,91776
2610,0,USA,0,-113.736,37.2699,71018.19,2005-01-10,2005-01-13,News,1,850,Heavy rain,2.0,84783
2645,0,USA,0,-74.7348,42.219,130491.54,2005-04-01,2005-04-06,News,2,11000,Heavy rain,2.0,13731
2719,0,USA,0,-90.3201,30.191,50377.42,2005-08-29,2005-09-19,News,1053,500000,Tropical cyclone,2.0,70068
2735,0,USA,0,-92.9979,29.9816,33402.88,2005-09-23,2005-10-01,News,0,0,Tropical cyclone,1.0,70630
2749,0,USA,0,-72.314,43.0798,38291.77,2005-10-08,2005-10-17,News,11,3000,Heavy rain,2.0,03448
2776,0,USA,0,-121.099,39.494,140515.03,2005-12-31,2006-01-18,News,0,4000,Heavy rain,1.0,95981
2808,0,USA,0,-157.97,21.494,3020.97,2006-02-21,2006-03-06,News,0,0,Heavy rain,1.0,96786
2818,0,USA,0,-86.4197,38.254,6790.16,2006-03-12,2006-03-22,News,2,0,Heavy rain,1.0,47174
2820,0,USA,0,-159.5,22.1481,585.622,2006-03-14,2006-03-23,News,7,0,"Dam/Levy, break or release",1.0,96722
2822,0,USA,0,-96.9701,33.1445,16205.26,2006-03-18,2006-03-25,News,1,0,Heavy rain,1.0,75068
2829,0,USA,0,-96.8936,47.0035,15349.57,2006-03-30,2006-04-25,News,1,0,Rain and snowmelt,1.0,58042
2831,0,USA,0,-157.847,21.3538,529.715,2006-03-31,2006-04-03,News,0,0,Heavy rain,1.0,96835
2834,0,USA,0,-120.675,37.6911,44107.11,2006-04-04,2006-04-17,News,1,600,Heavy rain,1.0,95386
2864,0,USA,0,-70.7895,43.1639,42910.99,2006-05-11,2006-05-22,News,1,2500,Heavy rain,2.0,03903
2871,0,USA,0,-88.5858,36.9628,17035.91,2006-05-25,2006-05-28,News,6,0,Brief torrential rain,1.0,42003
2874,0,USA,0,-94.7275,30.1671,39986.1,2006-05-28,2006-06-02,News,0,0,Heavy rain,2.0,77564
2881,0,USA,0,-117.219,40.8331,85035.01,2006-04-07,2006-06-03,News,0,0,Heavy rain,1.0,89414
2882,0,USA,0,-159.327,63.2944,86843.55,2006-05-22,2006-05-29,News,0,0,Ice jam/break-up,1.0,
2892,0,USA,0,-86.911,41.4127,6787.66,2006-06-22,2006-06-25,News,2,0,Heavy rain,1.0,46390
2895,FL-2006-000093-USA,USA,0,-75.7832,40.4133,122594.39,2006-06-25,2006-07-01,News,11,65000,Heavy rain,2.0,19522
2934,0,USA,0,-81.0925,41.5191,4721.61,2006-07-27,2006-07-30,News,1,600,Heavy rain,1.0,44046
2939,0,USA,Mexico,-106.391,31.7556,3609.62,2006-07-27,2006-08-07,News,1,5000,Heavy rain,1.0,79915
2953,0,USA,0,-147.016,62.4474,123353.8,2006-08-19,2006-08-24,News,0,150,Heavy rain,1.0,
2959,0,USA,0,-77.8707,34.744,4560.17,2006-09-02,2006-09-07,News,0,140,Tropical Cyclone,1.0,28466
2966,0,USA,0,-87.6162,37.2109,146006.3,2006-09-22,2006-09-26,News,13,600,Heavy rain,1.0,42453
2973,0,USA,0,-145.994,60.8752,51559.62,2006-10-09,2006-10-14,News,0,100,Heavy rain,1.0,
2975,0,USA,0,-95.2917,29.7836,35644.75,2006-10-15,2006-11-01,News,4,0,Heavy rain,1.0,77020
2990,0,USA,0,-122.149,47.8554,57886.05,2006-11-05,2006-11-10,News,2,1500,Heavy rain,1.0,98012
3020,0,USA,0,-90.0659,34.878,434387.22,2007-01-15,2007-02-03,News,24,0,Heavy rain,1.0,38651
3037,0,USA,0,-97.9324,29.8672,11015.63,2007-03-11,2007-03-13,News,2,0,Heavy rain,1.0,78666
3052,0,USA,0,-72.189,42.3423,109079.09,2007-04-15,2007-04-21,News,9,0,Heavy rain,1.0,01031
3070,0,USA,0,-95.2382,40.4342,642775.91,2007-05-06,2007-05-18,News,2,1000,Heavy rain,1.0,64491
3083,0,USA,0,-98.6645,30.2434,341278.41,2007-05-24,2007-05-29,News,6,100,Heavy rain,1.0,78671
3102,0,USA,0,-97.3047,33.4497,34567.94,2007-06-17,2007-06-22,News,10,750,Heavy rain,1.0,76238
3106,0,USA,0,-74.9541,42.2316,6498.35,2007-06-19,2007-06-20,News,2,120,Brief torrential rain,1.0,13752
3113,0,USA,0,-97.1657,32.8366,507778.21,2007-06-26,2007-07-23,News,8,5000,Heavy rain,1.5,76053
3171,0,USA,0,-94.6379,36.8622,1216616.2,2007-08-16,2007-08-27,News,26,2800,Heavy rain,1.5,64865
3236,0,USA,,-122.912,47.091,41684.03,2007-12-03,2007-12-07,News,2,1100,Heavy rain,1.0,98506
3253,0,USA,0,-119.197,39.6308,551.192,2008-01-05,2008-01-09,News,0,1500,"Dam/Levy, break or release",1.0,89408
3255,0,USA,0,-86.6978,40.7767,102262.86,2008-01-08,2008-01-15,News,5,500,Rain and snowmelt,1.5,47950
3268,0,USA,0,-86.8374,40.8507,118976.95,2008-02-06,2008-02-12,News,0,150,Rain and snowmelt,1.5,47959
3285,0,USA,0,-89.1522,36.2266,928709.92,2008-03-17,2008-05-02,News,18,1000,Rain and snowmelt,1.5,38259
3300,0,USA,,-67.3445,46.3538,25489.82,2008-04-25,2008-05-07,News,0,2500,Rain and snowmelt,1.5,04760
3313,,USA,0,-88.4442,36.9808,337703.28,2008-05-24,2008-06-05,News,13,0,Heavy rain,1.0,42058
3317,,USA,0,-92.2335,39.8226,759750.43,2008-06-05,2008-07-03,News,0,38000,Heavy rain,2.0,63451
3340,0,USA,0,-151.02,64.2769,163705.55,2008-07-30,2008-08-11,News,0,0,heavy rain,2.0,
3357,0,USA,0,-71.4519,44.3352,53271.24,2008-08-08,2008-08-11,News,1,0,Torrential rain,2.0,03583
3358,0,USA,0,-96.3204,37.8284,136109.5,2008-08-09,2008-08-11,News,0,0,Torrential rain,1.0,67045
3363,0,USA,0,-112.735,36.2538,385.02,2008-08-17,2008-08-18,News,0,250,Dam Failure,1.5,
3364,0,USA,,-106.02,31.4889,4187.8,2008-08-17,2008-08-20,News,0,4000,heavy rain,1.5,79839
3366,FF-2008-000141-ETH,USA,0,-82.8587,29.657,98478.89,2008-08-20,2008-08-28,News,12,400,Tropical Storm Fay,2.0,32693
3370,0,USA,0,-92.493,31.3413,163438.25,2008-09-01,2008-09-02,News,0,0,Hurricane Gustav,1.5,71301
3379,0,USA,0,-90.4534,35.0542,652500.87,2008-09-12,2008-09-16,News,8,200000,Tropical Storm Ike,1.5,72346
3403,FF-2008-000227-ETH,USA,0,-122.774,47.0143,75156.68,2008-11-06,2008-11-12,News,2,0,Heavy Rain,1.5,98503
3419,0,USA,0,-155.457,19.6228,4904.87,2008-12-11,2008-12-15,News,0,0,Heavy Rain,1.0,96771
3423,0,USA,0,-89.4584,41.0441,313350.84,2008-12-10,2008-12-17,News,0,0,Heavy Rain,1.0,61565
3424,0,USA,0,-123.524,44.6568,66257.06,2008-12-26,2008-12-28,News,0,0,Snowmelt,1.0,97326
3430,0,USA,,-123.769,42.8402,35113.3,2008-12-29,2009-01-19,News,0,10000,Heavy Rain,1.0,97416
3449,0,USA,0,-122.912,46.9122,47811.61,2009-02-09,2009-02-10,News,9,0, Torrential Rain,1.5,98501
3460,0,USA,0,-91.0096,41.6768,94116.41,2009-02-28,2009-03-03,News,5,300,Heavy Rain,1.0,52721
3464,0,USA,0,-97.0308,48.2491,39742.02,2009-03-17,2009-03-19,News,1,330,Heavy Rain,1.0,56710
3469,0,USA,0,-85.2333,30.8386,82061.7,2009-03-30,2009-03-31,News,0,0,Heavy Rain,1.5,32446
3474,0,USA,0,-95.5153,29.6701,6812.65,2009-04-17,2009-04-27,News,0,20000,Heavy Rain,1.0,77074
3476,0,USA,0,-142.302,65.4351,484756.54,2009-04-22,2009-05-14,News,39,408000,Heavy Rain,2.0,
3478,0,USA,0,-81.2838,37.6558,16459.25,2009-05-03,2009-05-08,News,47,65000,Tropical Storms,1.5,25857
3484,0,USA,0,-81.2123,28.9812,13738.76,2009-05-15,2009-05-21,News,21,0,Heavy Rain,1.5,32744
3488,0,USA,0,-84.5801,42.2942,33319.22,2009-06-10,2009-06-12,News,18,0,Heavy Rain,1.0,49269
3525,0,USA,0,-85.6925,37.0741,6534.85,2009-08-04,2009-08-05,0,0,0,Torrential Rain,1.0,42154
3544,FL-2009-000203-USA,USA,0,-84.8404,34.3646,225395.01,2009-09-21,2009-09-28,0,8,220,Heavy Rain,1.5,30103
3561,0,USA,,-3.12416,55.6621,14193.55,2009-11-01,2009-11-03,0,0,0,Heavy Rain,1.0,
3567,0,USA,0,-83.7465,35.1595,468142.06,2009-11-10,2009-11-13,0,0,0,Tropical Storm Ida,1.0,28901
3580,0,USA,0,-86.4816,32.4653,314990.21,2009-12-12,2009-12-15,0,0,0,Heavy Rain,1.0,36066
3595,0,USA,,-121.527,37.4251,103982.65,2010-01-18,2010-01-22,0,3,0,Torrential Rain,1.5,95140
3622,0,USA,0,-86.3795,32.8939,48982.93,2010-03-10,2010-03-17,0,0,0,Heavy Rain,1.0,35183
3625,0,USA,0,-78.1191,41.3644,1015176.36,2010-03-10,2010-03-24,0,0,0,Heavy Rain Snowmelt Dam B,1.0,15832
3629,0,USA,0,-74.873,39.4866,240301.51,2010-03-27,2010-03-31,0,0,0,Heavy Rain,2.0,08350
3641,0,USA,0,-87.2776,36.0678,79123.97,2010-05-01,2010-05-04,0,30,8000,Heavy Rain,1.0,37029
3659,0,USA,0,-94.0948,34.5778,12234.56,2010-06-11,2010-06-11,0,20,0,Torrential Rain,2.0,71953
3689,0,USA,0,-91.0026,41.0582,214908.29,2010-07-25,2010-07-25,0,1,500,"Dam Failure, Heavy Rain",1.0,52646
3702,0,USA,0,-93.4672,42.3135,8257.4,2010-08-10,2010-08-11,News,1,1000,Torrential Rain,1.0,50230
3711,0,USA,,-97.065,28.89,15031.48,2010-09-07,2010-09-11,News,8,0,Tropical Storm Hermine,1.0,77904
3722,0,USA,0,-90.18,44.01,3873.19,2010-09-22,2010-09-30,News,0,0,Heavy Rain,2.0,54646
3762,0,USA,,-120.733,38.8497,355567.84,2010-12-19,2010-12-28,News,0,1000,Heavy Rain,1.5,95633
3785,,USA,,-83.56,36.7798,1163517.11,2011-03-07,2011-03-28,News,1,0,Heavy Rain and Snow,1.5,40856
3799,,USA,Canada,-97.2192,48.6788,46208.32,2010-04-01,2011-05-24,News,5,3600,Heavy Rain and Snowmelt,2.0,58225
3802,,USA,,-79.3526,38.62,211220.92,2011-04-18,2011-04-25,News,3,0,Torrential Rain,1.0,26807
3809,,USA,,-90.8266,34.0959,239421.33,2011-05-01,2011-06-09,News,1,25000,Heavy Rain,2.0,38720
3813,,USA,,-105.666,45.2971,171530.74,2011-05-22,2011-06-21,News,1,1100,Heavy Rain and Snowmelt,2.0,59317
3815,,USA,,-99.4732,43.5376,23537.98,2011-06-04,2011-07-29,News,0,4600,"Heavy Rain,and Dam release",1.5,57534
3832,,USA,Canada,-101.306,48.3406,16000.97,2011-06-20,2011-07-06,News,0,16000,Heavy Rain,2.0,58703
3849,,USA,,-79.3744,35.8055,26044.85,2011-08-06,2011-08-09,News,2,100,Torrential Rain,1.5,27349
3861,,USA,,-74.0621,40.1862,252912.89,2011-08-27,2011-09-13,News,20,370000,Tropical Storm Irene,2.0,07753
3905,,USA,,-159.53,22.0625,2046.16,2012-03-04,2012-03-07,News,0,83,Heavy Rain,1.5,96741
3937,,USA,,-85.5123,30.3632,20116.97,2012-06-09,2012-06-12,News,1,300,Torrential Rain,1.5,32466
3938,,USA,,-82.4958,28.9635,67994.98,2012-06-22,2012-07-02,News,3,17000,Tropical Storm Debby,2.0,34433
3948,,USA,,-95.8087,29.578,24530.67,2012-07-13,2012-07-16,News,0,100,Torrential Rain,1.5,77471
3977,,USA,,-89.346,30.503,83938.23,2012-08-28,2012-09-07,News,1,60000,Hurricane Isaac,1.5,39571
3989,,USA,,-149.932,63.1691,8846.21,2012-09-20,2012-09-26,News,0,2000,Heavy Rain,1.0,
3997,TC-2012-000180-CUB; TC-2012-000180-,USA,Haiti,-75.228,39.9231,293995.06,2012-10-24,2012-10-29,News,65,0,Tropical Storm Sandy,2.0,19142
4050,,USA,,-88.6401,38.8278,493136.77,2013-04-22,2013-04-29,News,5,300,Heavy Rain,1.5,62426
4051,,USA,Canada,-97.5977,48.5643,43180.94,2013-04-27,2013-04-29,News,0,0,Heavy Rain and Snowmelt,1.0,58243
4060,,USA,,-98.8879,28.899,33907.85,2013-05-25,2013-05-28,News,3,300,Heavy Rain,2.0,78005
4061,,USA,,-93.3867,41.9211,123500.44,2013-05-25,2013-06-03,News,0,400,Heavy Rain,1.0,50161
4064,,USA,,-91.6341,37.0898,170079.48,2013-05-25,2013-06-03,News,5,0,Torrential Rain,1.5,65571
4080,,USA,,-94.1535,38.2138,123143.44,2013-08-05,2013-08-07,News,2,100,Torrential Rain,1.5,64724
4089,,USA,,-105.143,38.0024,100404.04,2013-09-12,2013-09-20,News,10,11000,Monsoon Rain,2.0,81023
4101,,USA,,-98.0111,30.6607,38936.39,2013-10-31,2013-11-10,News,4,4800,Torrential Rain,2.0,78642
4115,,USA,,-86.7899,37.5597,16069.91,2013-12-22,2014-01-04,News,5,0,Heavy Rain,1.0,42338
4124,SS-2014-000032-MHL,USA,,168.729,7.30951,34.8366,2014-03-03,2014-03-10,News,0,900,Storm Surge,1.5,
4129,,USA,,-89.1282,31.4244,53220.79,2014-03-25,2014-03-30,News,0,200,Heavy Rain,1.5,39464
4134,,USA,,-87.6188,31.8585,82418.56,2014-04-01,2014-04-08,News,2,300,heavy Rain,1.5,36751
4135,,USA,,-84.9465,31.2966,260469.81,2014-04-30,2014-05-01,News,1,200,Torrential Rain,2.0,39823
4152,,USA,,-94.7944,42.708,418317.13,2014-06-10,2014-07-14,News,0,600,Heavy Rain,2.0,50574
4160,,USA,,-134.446,58.1993,2950.82,2014-07-11,2014-07-14,News,0,0,Jökulhlaup,1.0,99824
4177,,USA,,-83.3134,42.5291,11462.27,2014-08-10,2014-08-19,News,1,0,Torrential Rain,2.0,48025
4195,,USA,,-80.4061,26.9326,8447.1,2014-10-21,2014-10-22,News,0,0,Torrential Rain,1.0,34956
4208,,USA,,-117.212,35.4299,202666.27,2014-12-01,2014-12-05,News,0,40,Torrential Rain,1.0,93562
4213,,USA,,-123.101,39.7967,70255.56,2014-12-11,2014-12-14,News,3,0,Torrential Rain,1.0,95428
4230,,USA,,-86.2332,37.0268,56870.12,2015-03-10,2015-03-23,News,0,0,Heavy Rain,1.5,42159
4252,FL-2015-000060-USA,USA,,-97.9863,34.1936,849464.57,2015-05-05,2015-06-29,News,38,600,Heavy Rain,2.0,73573
4267,,USA,,-84.7486,39.3942,161572.75,2015-06-27,2015-06-29,News,2,0,Heavy Rain,1.0,45053
4274,,USA,,-83.165,38.3887,44261.07,2015-07-18,2015-07-21,News,3,0,Torrential Rain,1.5,41164
4279,,USA,,-113.587,34.1148,109391.2,2015-07-17,2015-07-21,News,0,0,Torrential Rain,1.5,
4295,,USA,,-80.4927,33.5033,61355.23,2015-10-01,2015-10-13,News,15,800,"Heavy Rain, Tropical Storm Joaquin",2.0,29142
4311,,USA,,-100.238,33.9839,439381.83,2015-11-26,2015-12-04,News,14,300,Heavy Rain,1.0,79248
4314,,USA,,-91.0829,35.6658,526834.76,2015-12-15,2016-01-29,News,31,4000,Heavy Rain,2.0,72005
4320,,USA,,-74.6532,39.9212,12448.8,2016-01-22,2016-01-25,News,8,0,Storm Surge,1.5,08068
4336,,USA,,-122.284,38.6065,74128.03,2016-03-05,2016-03-10,News,1,36,Heavy Rain,1.5,94574
4337,,USA,,-96.1058,30.9086,248620.08,2016-03-08,2016-03-25,News,5,3500,Heavy Rain,2.0,77872
4348,,USA,,-95.7347,32.0475,448237.11,2016-04-18,2016-04-22,News,0,7,Heavy Rain,2.0,75853
4359,FL-2016-000056-USA,USA,,-95.5367,30.8574,160371.39,2016-05-26,2016-06-24,Flood List,11,0,Heavy Rain,1.5,77320
4368,,USA,,-80.5545,38.9452,57042.99,2016-06-23,2016-06-24,News,25,2000,Torrential Rain,2.0,26447
4386,,USA,,-77.2142,39.3339,4161.4,2016-07-30,2016-07-31,News,2,0,Torrential Rain,2.0,21770
4389,,USA,,-91.7757,43.0044,17367.94,2016-08-24,2016-08-26,News,1,0,Torrential Rain,1.5,52175
4388,,USA,,-91.8005,29.9879,19554.02,2016-08-14,2016-08-26,News,13,40000,Heavy Rain,2.0,70560
4393,,USA,,-82.7443,29.0656,92386.25,2016-09-02,2016-09-10,News,2,0,Tropical Storm Hermine,1.0,34498
4402,,USA,Haiti,-80.8949,33.0316,138622.34,2016-10-05,2016-10-16,News,920,6000,Tropical Storm Matthew,2.0,29082
4434,,USA,,-122.458,39.6236,107407.26,2017-01-04,2017-01-05,News,0,0,Heavy Rain,1.5,95939
4438,,USA,,-119.043,35.0839,74443.11,2017-01-20,2017-01-21,News,0,0,Heavy Rain,1.0,93313
4444,,USA,,-120.825,38.804,126994.99,2017-02-16,2017-03-03,News,5,14000,Heavy Rain,1.5,95633
4454,,USA,,-116.123,45.5453,75112.79,2017-03-18,2017-03-22,News,0,0,Heavy Rain and Snowmelt,1.0,83542
4468,,USA,,-91.1819,37.5744,482098.66,2017-04-28,2017-05-02,News,0,0,Heavy Rain,1.5,65440
4469,,USA,,-81.5814,34.9912,133033.09,2017-04-26,2017-05-02,News,1,0,Heavy Rain,1.5,29340
4477,,USA,,-86.3816,37.5473,69077.91,2017-05-19,2017-05-21,News,0,0,Torrential Rain,1.0,40152
4493,,USA,,-111.62,34.2375,9110.64,2017-07-15,2017-07-16,News,9,0,Torrential Rain,2.0,85544
4494,,USA,,-84.2042,38.4883,3337.42,2017-07-22,2017-07-23,News,1,10,Torrential Rain,1.5,41031
4510,,USA,,-95.3388,30.1135,336227.02,2017-08-25,2017-08-26,News,0,0,Tropical Storm Harvey,2.0,77386
4514,,USA,,-94.646,39.1877,4765.56,2017-08-22,2017-08-26,News,1,36,Torrential Rain,1.5,64150
4516,TC-2017-000132-CUB,USA,Cuba,-81.6252,28.5942,219532.85,2017-09-08,2017-09-19,News,84,3000,Tropical Storm Irma,2.0,34756
4523,TC-2017-0000136-ATG,USA,Virgin Islands,-77.1771,21.4518,49677.14,2017-09-19,2017-10-07,News,10,0,Tropical Storm Maria,2.0,
4560,,USA,,-118.4,33.8689,12771.17,2018-01-09,2018-01-11,News,15,1200,Torrential Rain,2.0,90266
4571,,USA,,-84.2042,37.4097,49388.31,2018-02-10,2018-02-12,News,0,100,Heavy Rain,1.0,40460
4575,,USA,,-86.0243,41.9359,71930.31,2018-02-19,2018-02-21,News,2,50,Heavy Rain and Snowmelt,1.5,49031
4589,,USA,,-121.122,37.9118,51513.38,2018-03-21,2018-03-24,FloodList,0,30000,Heavy Rain,1.5,95215
4594,,USA,,-88.1137,38.2921,58373.43,2018-04-03,2018-04-08,FloodList,0,12,Torrential Rain,1.5,62833
4601,,USA,,-159.489,22.1409,623.434,2018-04-14,2018-04-17,FloodList,0,0,Heavy Rain,1.0,96722
4610,,USA,,-112.61,46.3871,55437.8,2018-05-07,2018-05-14,News,0,195,Heavy Rain and Snowmelt,1.0,59722
4618,,USA,,-77.9936,37.7166,33123.01,2018-05-10,2018-05-22,News,0,0,Heavy Rain,1.5,23014
4625,,USA,Cuba,-84.4022,34.0254,221576.46,2018-05-27,2018-05-31,FloodList,3,23000,Tropical Storm Alberto,1.5,30075
4626,,USA,,-76.8306,39.2531,1507.96,2018-05-27,2018-05-28,FloodList,1,200,Torrential Rain,2.0,21042
4630,,USA,,-79.0823,38.7086,20688.31,2018-06-02,2018-06-04,FloodLIst,0,0,Heavy Rain,1.5,22820
4633,,USA,,-88.9797,46.6721,10654.03,2018-06-16,2018-06-19,FloodLIst,0,0,Torrential Rain,1.0,49948
4637,,USA,,-93.3593,41.964,13708.59,2018-06-20,2018-07-02,FloodList,1,100,Heavy Rain,1.5,50056
4651,,USA,,-71.585,42.3869,5095.45,2018-07-17,2018-07-19,FloodList,0,0,Torrential Rain,1.5,01749
4669,,USA,,-76.7193,40.2696,25377.62,2018-08-31,2018-09-01,FloodList,1,0,Torrential Rain,1.5,17036
4670,,USA,,-155.441,19.6689,7451.62,2018-08-22,2018-08-31,FloodList,0,50,Tropical Storm Lane,2.0,96771
4672,,USA,,-96.91,38.8297,40006.3,2018-09-01,2018-09-07,FloodList,0,300,Torrential Rain,1.5,67492
4676,,USA,,-78.9091,35.0642,95203.22,2018-09-15,2018-10-02,FloodList,12,1500000,Tropical Stom Florence,2.0,28305
4678,,USA,,-84.2042,35.2403,8943.56,2018-09-26,2018-09-28,FloodList,1,40,Torrential Rain,1.5,37333
4679,,USA,,-73.6264,41.1607,7688.76,2018-09-24,2018-09-28,FloodList,0,0,Torrential Rain,1.5,10506
4687,,USA,,-82.0268,33.6279,289139.57,2018-10-10,2018-10-12,FloodList,0,5000,Tropical Storm Michael,1.5,29860
4693,,USA,,-98.4317,30.7598,52970.8,2018-10-15,2018-10-17,FloodList,4,0,Torrential Rain,1.5,78609
4696,,USA,,-98.6544,27.8839,83020.68,2018-10-24,2018-10-27,River Gauging,0,0,Heavy Rain,1.0,78357
4711,,USA,,-120.058,35.7787,72393.23,2018-12-05,2018-12-10,FloodList,0,0,Heavy Rain,1.5,93204
4727,,USA,,-122.829,38.9788,21540.28,2019-02-25,2019-03-04,FloodLIst,1,8000,Heavy Rain,1.5,95451
4730,,USA,,-94.448,40.2782,492797.37,2019-03-13,2019-04-02,FloodList,3,0,"Snowmelt, Heavy Rain, Ice Jams",2.0,64453
4747,,USA,,-90.9839,38.3936,429706.84,2019-04-30,2019-06-10,FloodList,2,0,Heavy Rain,1.5,63077
4748,,USA,,-96.279,30.3126,79587.68,2019-05-06,2019-05-14,FloodList,4,0,Torrential Rain,1.5,77880
