zipcode,Year,flood_count,max_severity,median_dead,median_displaced,median_duration,median_area,Annual Change (%),HPI,HPI with 1990 base,HPI with 2000 base
29108,1986,1.0,1.0,2.0,125.0,3.0,3757.12,,100.0,81.8,58.02
29142,2015,1.0,2.0,15.0,800.0,12.0,61355.23,-12.71,101.75,,
29340,2017,1.0,1.5,1.0,0.0,6.0,133033.09,5.91,183.96,,127.59
29341,2003,1.0,1.0,0.0,0.0,12.0,269996.83,1.49,155.44,,108.75
29605,2004,1.0,2.0,0.0,60.0,1.0,274.971,0.82,422.66,197.55,111.51
29860,2018,1.0,1.5,0.0,5000.0,2.0,289139.57,0.22,215.22,177.14,147.59
30075,2018,1.0,1.5,3.0,23000.0,4.0,221576.46,6.04,543.28,249.14,175.84
30103,2009,1.0,1.5,8.0,220.0,7.0,225395.01,-8.82,185.46,,125.23
30116,2021,1.0,1.5,15.0,0.0,2.0,545514.29,17.32,286.93,242.05,176.11
30439,1998,1.0,1.0,0.0,80.0,2.0,39686.6,10.31,124.7,,96.38
32351,1998,1.0,1.0,3.0,65.0,0.0,29738.8,,100.0,,94.01
32446,2009,1.0,1.5,0.0,0.0,1.0,82061.7,-4.85,201.26,,159.47
32466,2012,1.0,1.5,1.0,300.0,3.0,20116.97,6.02,162.32,,129.75
32570,1998,1.0,1.0,4.0,0.0,1.0,214764.31,3.07,136.02,,94.29
32693,2008,1.0,2.0,12.0,400.0,8.0,98478.89,-3.47,179.46,,
32744,2009,1.0,1.5,21.0,0.0,6.0,13738.76,-21.57,241.45,,190.08
33076,1991,1.0,1.0,0.0,0.0,5.0,10405.21,-0.77,91.68,99.23,89.74
33332,1989,1.0,1.0,7.0,4000.0,1.0,25065.05,9.64,238.36,92.82,65.91
33440,1995,1.0,1.0,0.0,600.0,15.0,34849.1,3.9,114.82,96.09,79.43
33572,1988,1.0,2.0,7.0,1000.0,3.0,6517.48,9.63,215.68,94.98,68.39
33825,2004,1.0,1.0,16.0,300.0,9.0,308986.37,19.08,179.59,,146.95
34266,2003,1.0,1.0,0.0,250.0,6.0,18773.56,11.15,154.34,,130.76
34433,2012,1.0,2.0,3.0,17000.0,10.0,67994.98,-6.86,125.7,,115.73
34602,1998,1.0,2.0,0.0,560.0,4.0,19146.28,6.65,112.6,,91.5
34756,2017,1.0,2.0,84.0,3000.0,11.0,219532.85,6.55,242.64,,182.47
34956,2014,1.0,1.0,0.0,0.0,1.0,8447.1,43.72,137.0,,
35475,2021,1.0,1.0,1.0,0.0,2.0,5985.94,9.9,264.43,,171.05
36022,1998,1.0,2.0,11.0,18000.0,6.0,185209.85,4.73,126.83,,97.33
36051,2020,1.0,2.0,0.0,0.0,3.0,193717.87,7.29,128.93,,
36066,2009,1.0,1.0,0.0,0.0,3.0,314990.21,-0.86,174.23,175.73,132.34
36067,2021,1.0,1.5,4.0,0.0,3.0,35416.48,8.47,197.28,,149.22
37029,2010,1.0,1.0,30.0,8000.0,3.0,79123.97,-5.07,182.49,,115.33
37034,2019,1.0,1.5,2.0,0.0,3.0,138726.87,7.13,271.64,,211.11
37046,2021,1.0,2.0,22.0,0.0,2.0,31230.27,10.22,393.08,,249.67
37110,2002,1.0,1.0,6.0,0.0,6.0,87111.92,1.37,140.16,,104.96
37397,2003,1.0,2.0,3.0,2000.0,8.0,313672.72,-2.1,122.33,,111.29
38134,2001,1.0,1.0,1.0,400.0,9.0,132283.24,4.17,275.38,136.2,104.17
38651,2007,1.0,1.0,24.0,0.0,19.0,434387.22,2.43,197.13,197.13,132.67
38668,2002,1.0,1.0,3.0,0.0,2.0,11708.02,2.83,152.83,,107.96
39301,2003,1.0,2.0,0.0,100.0,3.0,83502.65,-0.83,139.71,,106.62
39571,2012,1.0,1.5,1.0,60000.0,10.0,83938.23,-3.88,215.11,237.04,129.56
39823,2014,1.0,2.0,1.0,200.0,1.0,260469.81,-3.02,106.81,,
39845,2002,1.0,1.0,0.0,0.0,3.0,5643.54,-1.99,98.01,,
40045,2004,1.0,1.0,2.0,60.0,12.0,167998.11,1.68,127.41,,
40067,2005,1.0,2.0,3.0,4000.0,27.0,285908.88,5.61,186.07,,121.4
40347,2003,1.0,1.0,2.0,0.0,0.0,10537.09,4.8,149.59,,111.63
40380,2004,1.0,1.0,3.0,0.0,5.0,59887.68,8.32,179.9,,123.21
41031,2017,1.0,1.5,1.0,10.0,1.0,3337.42,8.99,188.58,,133.67
41143,2003,1.0,1.0,0.0,200.0,1.0,4845.05,5.99,118.41,,112.79
41164,2015,1.0,1.5,3.0,0.0,3.0,44261.07,8.2,124.06,,
42003,2006,1.0,1.0,6.0,0.0,3.0,17035.91,2.24,202.38,172.83,120.34
42058,2008,1.0,1.0,13.0,0.0,12.0,337703.28,4.17,145.17,,135.68
42159,2015,1.0,1.5,0.0,0.0,13.0,56870.12,1.4,126.0,,
43119,1990,1.0,1.0,0.0,3500.0,3.0,177858.71,3.57,172.96,100.0,70.6
43229,1999,1.0,1.0,0.0,0.0,6.0,21898.24,2.98,284.38,133.91,95.33
43230,1991,1.0,1.0,4.0,0.0,1.0,210359.75,3.43,228.89,103.43,74.91
44046,2006,1.0,1.0,1.0,600.0,3.0,4721.61,7.54,182.22,,119.59
44401,2003,1.0,1.0,3.0,1000.0,7.0,12173.27,-0.68,163.57,,112.16
44904,1987,1.0,2.0,0.0,2100.0,1.0,11883.86,3.5,126.2,84.96,58.48
45042,1998,1.0,1.0,0.0,0.0,2.0,70592.46,1.55,259.13,138.91,92.0
45053,2015,1.0,1.0,2.0,0.0,2.0,161572.75,-8.64,201.08,173.88,104.07
45064,2001,1.0,2.0,3.0,0.0,1.0,1713.61,2.75,162.43,,102.75
45146,2020,1.0,1.5,8.0,30.0,12.0,126521.34,17.38,153.61,,141.56
46121,2003,1.0,2.0,1.0,500.0,8.0,32128.23,5.15,134.89,,111.61
46229,2003,1.0,2.0,3.0,1200.0,16.0,150549.91,-0.12,218.75,142.36,107.87
46390,2006,1.0,1.0,2.0,0.0,3.0,6787.66,4.68,185.46,,125.71
47408,1999,1.0,1.0,0.0,0.0,6.0,18264.99,2.0,188.54,144.1,99.0
47959,2008,1.0,1.5,0.0,150.0,6.0,118976.95,-1.75,133.89,,
48025,2014,1.0,2.0,1.0,0.0,9.0,11462.27,12.28,458.59,199.14,110.37
48430,1997,1.0,1.0,16.0,0.0,3.0,16278.89,8.28,352.21,149.19,84.97
48806,2020,1.0,2.0,0.0,10000.0,2.0,6215.87,,162.79,,137.13
49031,2018,1.0,1.5,2.0,50.0,2.0,71930.31,5.29,419.55,313.89,155.01
49269,2009,1.0,1.0,18.0,0.0,2.0,33319.22,-10.18,163.24,163.24,95.79
49849,2003,1.0,1.0,0.0,1752.0,3.0,856.765,0.99,194.88,158.4,106.26
50056,2018,1.0,1.5,1.0,100.0,12.0,13708.59,-9.34,136.81,,
50161,2013,1.0,1.0,0.0,400.0,9.0,123500.44,2.51,119.47,,
50230,2010,1.0,1.0,1.0,1000.0,1.0,8257.4,18.92,122.1,,
50472,2004,1.0,1.0,1.0,0.0,4.0,15942.11,1.46,103.73,,
50574,2014,1.0,2.0,0.0,600.0,34.0,418317.13,-2.29,114.81,,
52033,2002,1.0,1.0,0.0,500.0,2.0,43981.36,0.31,144.82,,111.5
52175,2016,1.0,1.5,1.0,0.0,2.0,17367.94,7.11,131.96,,121.41
53103,1986,1.0,1.0,1.0,250.0,0.0,6562.47,,100.0,79.99,47.4
53807,2001,1.0,2.0,1.0,4400.0,30.0,63376.98,7.81,126.48,,107.81
53922,2004,1.0,2.0,0.0,500.0,11.0,28979.14,2.53,102.53,,
54646,2010,1.0,2.0,0.0,0.0,8.0,3873.19,-3.94,198.44,,134.13
58042,2006,1.0,1.0,1.0,0.0,26.0,15349.57,6.13,158.99,,146.27
58703,2011,1.0,2.0,0.0,16000.0,16.0,16000.97,8.51,348.77,281.42,190.23
59722,2018,1.0,1.0,0.0,195.0,7.0,55437.8,11.97,195.51,,
60047,1998,1.0,2.0,2.0,600.0,2.0,54155.77,2.08,321.88,120.52,89.47
60553,1997,1.0,1.0,0.0,700.0,4.0,30332.64,19.97,138.17,,94.87
61241,2001,1.0,2.0,0.0,200.0,2.0,24.3252,3.87,174.89,,103.87
61285,2004,1.0,1.0,1.0,150.0,4.0,117312.56,-6.88,93.12,,
61565,2008,1.0,1.0,0.0,0.0,7.0,313350.84,-0.5,129.28,,
61611,1985,1.0,2.0,4.0,2400.0,5.0,26266.14,-1.83,83.32,77.6,49.19
63077,2019,1.0,1.5,2.0,0.0,41.0,429706.84,2.24,204.69,,134.94
63366,1986,1.0,2.0,10.0,55000.0,17.0,107660.8,1.79,166.69,91.39,61.67
64075,1998,1.0,1.0,11.0,0.0,1.0,6064.27,6.69,149.75,143.98,86.05
64150,2017,1.0,1.5,1.0,36.0,4.0,4765.56,10.61,204.65,,142.17
64865,2007,1.0,1.5,26.0,2800.0,11.0,1216616.2,0.48,134.64,,122.29
67002,1999,1.0,1.0,4.0,50.0,7.0,263026.77,2.52,162.09,133.97,97.73
68405,2003,1.0,1.0,1.0,0.0,3.0,41056.59,-0.93,120.33,,109.14
69153,2002,1.0,1.0,1.0,0.0,2.0,712.688,3.96,123.06,,110.14
70056,2002,1.0,1.0,1.0,2500.0,3.0,31074.07,4.32,250.43,179.35,109.17
70068,2005,1.0,2.0,1053.0,500000.0,21.0,50377.42,8.15,237.49,189.37,128.65
70115,1995,1.0,1.0,6.0,20000.0,6.0,19344.57,4.35,175.22,115.72,66.8
70517,2021,1.0,1.5,95.0,0.0,0.0,39063.25,5.51,237.94,,178.88
70560,2016,1.0,2.0,13.0,40000.0,12.0,19554.02,-0.99,219.97,,152.47
70582,2019,1.0,1.5,0.0,50.0,4.0,58048.15,1.83,185.54,,175.11
70714,1990,1.0,1.0,0.0,150.0,4.0,7561.74,8.76,105.84,100.0,66.21
71301,2008,1.0,1.5,0.0,0.0,1.0,163438.25,-0.55,236.46,211.78,141.63
71483,2003,1.0,1.0,0.0,0.0,5.0,457677.64,2.14,118.44,,114.74
71953,2010,1.0,2.0,20.0,0.0,0.0,12234.56,-0.14,143.39,,133.28
72176,2001,1.0,1.0,3.0,100.0,8.0,45272.89,0.44,106.04,,100.44
74048,1998,1.0,1.0,1.0,2000.0,1.0,50302.57,,100.0,,87.57
74301,2019,1.0,2.0,0.0,4000.0,7.0,250078.73,2.12,148.26,,138.36
75068,2006,1.0,1.0,1.0,0.0,7.0,16205.26,1.96,175.79,,117.25
75652,1999,1.0,1.0,0.0,0.0,4.0,56744.18,1.15,101.15,,96.7
76001,2004,1.0,2.0,3.0,0.0,3.0,21194.51,0.41,127.14,137.43,111.3
76053,2007,1.0,1.5,8.0,5000.0,27.0,507778.21,3.1,155.77,176.64,124.7
76501,2004,1.0,1.0,0.0,200.0,5.0,114505.27,9.79,163.57,202.4,125.57
77074,2009,1.0,1.0,0.0,20000.0,10.0,6812.65,-4.44,200.56,225.9,139.73
77302,1994,1.0,1.0,19.0,10000.0,6.0,72987.24,2.64,126.38,119.16,78.99
77320,1998,1.0,1.0,0.0,100.0,2.0,15178.46,6.79,111.54,122.1,91.98
77320,2016,1.0,1.5,11.0,0.0,29.0,160371.39,4.09,204.03,223.36,168.26
77386,2017,1.0,2.0,0.0,0.0,1.0,336227.02,0.93,184.92,254.35,174.45
77471,2012,1.0,1.5,0.0,100.0,3.0,24530.67,2.53,187.31,190.04,143.0
77545,2019,1.0,2.0,6.0,0.0,3.0,33023.95,27.92,198.88,,
77904,2010,1.0,1.0,8.0,0.0,4.0,15031.48,2.0,160.53,183.37,141.2
78041,2003,1.0,2.0,0.0,50.0,12.0,62960.79,3.86,160.39,145.69,112.99
78612,2004,1.0,1.0,3.0,600.0,14.0,107063.04,0.3,124.92,,108.0
78642,2013,1.0,2.0,4.0,4800.0,10.0,38936.39,3.0,176.98,,139.37
78666,2007,1.0,1.0,2.0,0.0,2.0,11015.63,2.56,171.49,208.51,129.09
79765,1986,1.0,1.0,3.0,0.0,3.0,49574.37,-12.46,87.54,109.05,84.79
79915,2006,1.0,1.0,1.0,5000.0,11.0,3609.62,16.74,142.3,,149.71
80534,1997,1.0,1.0,5.0,400.0,7.0,15184.9,6.89,164.65,,79.25
81023,2013,1.0,2.0,10.0,11000.0,8.0,100404.04,5.29,137.43,,127.21
84040,1991,1.0,2.0,0.0,0.0,3.0,24977.94,3.1,185.95,103.1,58.91
84783,2005,1.0,2.0,1.0,850.0,3.0,71018.19,27.94,242.54,,155.11
85544,2017,1.0,2.0,9.0,0.0,1.0,9110.64,10.16,181.99,,155.23
89406,1999,1.0,1.0,2.0,0.0,1.0,4316.89,-0.39,215.85,116.95,96.57
89408,2008,1.0,1.0,0.0,1500.0,4.0,551.192,-23.42,235.28,196.98,139.88
90247,2003,1.0,1.0,18.0,0.0,1.0,254.649,14.57,625.07,131.34,143.59
90266,2018,1.0,2.0,15.0,1200.0,2.0,12771.17,1.77,2220.62,303.78,228.72
91755,1992,1.0,2.0,8.0,0.0,2.0,4604.18,-0.32,523.56,95.83,101.04
91776,2005,1.0,1.0,4.0,500.0,3.0,11751.45,23.91,1085.7,219.05,211.56
92277,2003,1.0,1.0,3.0,30.0,0.0,5002.79,9.95,121.32,,131.76
92404,2003,1.0,1.0,15.0,0.0,1.0,257.162,14.12,468.79,140.88,138.77
93066,2003,1.0,1.0,0.0,0.0,1.0,29456.33,10.38,273.69,170.12,141.22
93204,2018,1.0,1.5,0.0,0.0,5.0,72393.23,0.76,175.54,,
93313,2017,1.0,1.0,0.0,0.0,1.0,74443.11,3.2,296.88,204.97,186.52
94574,2016,1.0,1.5,1.0,36.0,5.0,74128.03,7.64,1222.65,383.21,206.74
95203,2004,1.0,1.0,0.0,300.0,130.0,607.755,19.54,667.67,217.39,188.06
95215,2018,1.0,1.5,0.0,30000.0,3.0,51513.38,13.53,733.52,283.39,225.87
95316,1997,1.0,2.0,20.0,100000.0,31.0,156686.54,-3.36,149.45,94.84,80.69
95340,1998,1.0,1.0,0.0,0.0,1.0,4080.72,3.79,337.04,103.79,89.98
95386,2006,1.0,1.0,1.0,600.0,13.0,44107.11,13.85,508.46,289.59,265.4
95451,2019,1.0,1.5,1.0,8000.0,7.0,21540.28,2.21,422.61,259.92,201.62
95457,2002,1.0,1.0,6.0,0.0,10.0,44627.03,4.88,164.31,,110.99
95633,2010,1.0,1.5,0.0,1000.0,9.0,355567.84,-6.73,153.79,153.79,124.03
95633,2017,1.0,1.5,5.0,14000.0,15.0,126994.99,6.33,214.42,214.42,172.92
96717,1991,1.0,1.0,0.0,200.0,6.0,875.511,,100.0,,109.08
96741,1991,1.0,1.0,3.0,200.0,2.0,1319.59,,100.0,,105.71
96741,1992,1.0,1.0,3.0,25000.0,2.0,2901.55,-2.15,97.85,,103.44
96741,2012,1.0,1.5,0.0,83.0,3.0,2046.16,1.26,155.73,,164.62
96744,1988,1.0,1.0,0.0,2800.0,1.0,385.696,17.33,280.54,63.92,61.25
96786,2006,1.0,1.0,0.0,0.0,13.0,3020.97,21.66,376.66,213.07,217.61
97112,1999,1.0,2.0,0.0,100.0,2.0,18279.39,3.47,103.47,,96.63
97304,1990,1.0,2.0,4.0,3000.0,2.0,86746.69,9.66,168.29,100.0,56.43
97344,2021,1.0,1.0,0.0,0.0,2.0,68968.0,1.51,270.35,,262.08
98012,2006,1.0,1.0,2.0,1500.0,5.0,57886.05,17.66,809.42,236.4,163.12
98053,1986,1.0,2.0,0.0,2000.0,3.0,26882.0,4.18,133.59,60.92,37.23
98252,1990,1.0,1.0,0.0,500.0,5.0,23287.94,26.63,158.63,100.0,64.47
98387,1997,1.0,1.0,4.0,600.0,4.0,65906.03,3.11,187.35,142.86,89.75
98501,2009,1.0,1.5,9.0,0.0,1.0,47811.61,-5.55,577.53,281.05,170.92
98503,2008,1.0,1.5,2.0,0.0,6.0,75156.68,-1.42,578.9,289.04,181.96
98506,2007,1.0,1.0,2.0,1100.0,4.0,41684.03,4.41,653.48,320.03,188.83
99669,2002,1.0,2.0,0.0,0.0,4.0,13912.96,1.72,116.2,,107.77
99705,1991,1.0,1.0,2.0,800.0,4.0,22130.06,20.76,72.44,120.76,69.72
99705,2003,1.0,1.0,0.0,0.0,4.0,1681.67,4.43,113.15,188.63,108.9
99709,2003,1.0,1.0,0.0,0.0,5.0,6718.98,2.88,246.91,162.72,110.3
99824,2014,1.0,1.0,0.0,0.0,3.0,2950.82,6.54,176.14,,156.0
39571,2012,1.0005713801657539,1.4561423168700482,369.40529206386105,159995.40940789928,-2.945996013273925,45600.181836496486,,455.26900279535937,,
70560,2016,1.000742406837119,1.3964389779949997,358.87228026554044,141232.87795351498,42.063102927476294,-26842.448893575736,,225.2195615903761,,
70560,2016,0.9998777808347771,1.923800391739424,206.67901683356968,115057.98684059561,-22.345676922050195,-16414.548294236633,,934.7288729379335,,
70560,2016,1.0001617553863973,1.0732372908946877,221.4982074963185,91578.64568573031,23.72590062278865,20188.474164346215,,245.2505567207586,,
70560,2016,0.9972216869584474,1.8580267293396964,231.6680729285216,93072.16919001013,22.46779240566695,34785.9741902166,,750.2444151420156,,
37046,2021,1.0005381416616628,1.1994274036646044,-200.87733961646438,-108096.94384759225,58.908751892734934,31586.58628018477,,462.08928685688545,,
39571,2012,0.9991056676698911,2.081035369930701,386.50398224481773,188571.69832156957,7.463456969013841,17522.160319395567,,1061.7855691643024,,
43229,1999,1.0004103833086861,1.1952025450725634,-163.8019969530293,-56621.64801387048,31.15338619410886,23402.19533746404,,1075.2057522978857,,
91755,1992,0.999027036466244,1.1293717137421213,-180.41882208201628,-105302.30761963222,28.632755019195272,4415.771213576318,,496.7981782465197,,
78041,2003,1.0000608640874746,1.4262153949250935,-51.41236562289315,-63136.1768321205,-68.13112556357657,64725.85210513331,,635.4713059419375,,
95316,1997,1.0007892583286977,0.9948967934103612,424.94603644775566,194931.69467135004,16.46483013718717,64788.60113549749,,135.62978095952758,,
43229,1999,0.9996854871041366,1.5341009905944847,-126.38795001507144,-55303.60468298747,-17.54194894172064,23336.91463401673,,987.9289197203268,,
93066,2003,0.9987262663798602,1.1881455352551433,-248.0412068423609,-128783.43806451734,-4.70734729648804,29641.78457527303,,1004.7095083602189,,
96741,1992,1.000166060908351,1.5663082285259442,156.1153686198505,67743.3486327273,50.363419942739014,-31053.703200968816,,564.0165778726919,,
96744,1988,1.0010725318344353,1.164850891793414,49.00973934396097,8112.16037284131,-6.930686099304088,-18160.759605939373,,1178.4388355055864,,
39571,2012,1.0002590286447386,1.6834613950796753,296.99634673415244,146346.3456166748,28.19980240086576,39719.905179020156,,783.6482303631404,,
70560,2016,1.0007753361059568,1.1272362015104065,197.7152127904135,98286.12841390703,6.911886094094197,24846.01241728454,,501.3965305244543,,
85544,2017,0.9999231050514152,1.0763687765940437,-110.59057366967703,-58107.571628926526,-32.83344855543363,8806.367034746345,,206.71306763753182,,
39571,2012,0.9993509132673707,1.2363694831274592,208.59488514734113,87416.04830557095,-10.706254828969255,57235.07093939166,,-106.49008493426606,,
39571,2012,1.0008855123738287,1.6250828505221093,373.8173911391025,172678.91262311742,-4.769787247489878,51460.781831115135,,961.8118831902475,,
39571,2012,1.0003244909578286,2.2335422177961606,140.03344672255537,71901.90393842102,-21.53589805660664,47597.02653222671,,204.44665000292503,,
70560,2016,0.9987829292030197,1.6402529350347888,174.33753406435778,56450.29084143221,10.069281921970328,-1847.8763609645794,,186.91174025038072,,
74048,1998,0.9992654989351197,1.657160638516424,-31.054159078118488,3772.5269549676195,19.195295808866753,51776.42490540959,,648.9345840541038,,
70560,2016,0.9990594644150378,1.9681326723088732,287.4789209830132,142813.76379111194,-19.907169927000957,18710.830871744016,,1105.4639652479254,,
39571,2012,0.9987906180293131,1.5681061298066479,241.75066469291892,131766.34880594944,14.656176763355644,40154.58380000326,,1207.7545923421833,,
32693,2008,0.9990228199991867,0.7906781325528849,-97.97403105757134,-34468.971694302934,23.17748459891219,96238.4243953759,,694.3101187017342,,
70115,1995,0.9989544288316534,1.7321779112046092,82.47818730431769,26248.718091043018,2.228907192979049,28684.390427405047,,772.9306588166826,,
70560,2016,0.9982370625276965,1.8245865126161533,166.15747895865354,71763.02481719834,1.1238804219951852,11373.043370489024,,909.4143734550948,,
44904,1987,1.0009590080964266,1.6434377532145554,6.657754675626052,4971.8759522884975,7.706262992432779,11353.497217543983,,286.6644995923162,,
98501,2009,0.9991280860111874,1.305571234305264,-272.8696335363634,-130730.65796915843,-10.481571484680385,47385.67280662443,,1124.3426192924394,,
17036,2018,1.0011525653716598,1.2112600028974223,-259.57173557170324,-136225.98554744635,-13.70817910802207,25209.052730429397,,296.35515032956874,,
39571,2012,0.9996426954580632,1.1394180806603473,439.79055987556535,205396.6095452334,20.527764570174547,43798.51569247379,,909.0236443957853,,
70560,2016,0.9994504236549371,1.6350924648747265,127.98179623897934,79125.7232828576,-4.9942157682243025,36279.399528289985,,1052.593879834741,,
95316,1997,0.9995579259831331,1.5020635738904446,381.68890300573923,176312.19543460797,-45.274788957494145,96889.52121108717,,-278.2440855100259,,
48025,2014,1.00033424709115,1.6374734914954832,-195.85360797893748,-90265.2685254122,66.44248727987959,11653.584667530587,,1037.633856317891,,
70560,2016,0.9983486490135203,1.909564934324595,128.00620290226843,67628.84516288532,-35.66235722482333,41588.93413116981,,1375.5524122041456,,
95316,1997,1.0000194421408992,2.089043611522121,361.5988870418773,183396.79873934953,31.84720112016688,83870.27846197478,,850.4674134481622,,
70560,2016,0.9986767361928486,1.8131800940348275,295.27804737435844,140837.10948246886,92.43521004081751,5337.90929156198,,667.4931529569388,,
70560,2016,1.0002024575258313,1.9932670667686314,136.6416426040257,46415.561969682734,-45.699094379667784,21529.528718672365,,677.5220488764619,,
95215,2018,0.9978886823583836,1.012309429379281,-6.693605125021975,23222.998338945592,34.01155417657262,47722.32755931641,,653.7183126171612,,
37046,2021,0.9991150095328131,1.2901199290450662,-86.36260552424089,-48987.139167773144,21.807796842771417,30527.840595430498,,598.4639687391848,,
70560,2016,0.999418685865964,1.8071578747494808,171.07794503370963,85680.60351277106,-26.876363969115914,19397.199168377978,,821.4096122172255,,
39571,2012,1.000669202728181,0.8861342961018099,245.882992007736,103317.24650420457,51.66561057666944,56787.212692782516,,384.51665852345536,,
78041,2003,0.9990690659160257,1.2204420428208953,-234.55155862277786,-105812.05150153831,2.022438822539671,64288.60677248702,,1017.4232896917423,,
39571,2012,0.9980876823601598,1.3817325498009039,211.50546462600028,90850.98177639408,-11.656978534632879,58018.58189165947,,741.8547227131894,,
90247,2003,0.9993329438965299,1.6831264411832514,-135.17391812924512,-91043.08346805419,13.287749083733273,-16810.75961090258,,1057.4548917753452,,
39571,2012,0.9993861586585243,2.1996669814798757,266.8317512115223,112328.53985894457,-29.930837169234493,35536.62426539536,,1545.478289675115,,
77904,2010,1.000477381730575,1.6535700404156508,-264.2207297475294,-126516.64722885707,-12.188251468470634,14861.339067357709,,786.6685130369982,,
39571,2012,1.00068234260112,1.8768561639275616,247.72898550126388,106826.28428569098,-36.67768867732066,68750.54385804513,,1506.8814495300758,,
95215,2018,1.0008441369135175,0.8932256484737079,85.80776409118748,35256.65624117193,-9.096723304932029,63488.72435681836,,350.25128580956675,,
70560,2016,0.9977242387024325,1.5826698447674656,158.80630165123455,70430.3146542045,-21.2007107608797,45128.18809260876,,634.3548833556555,,
21783,1996,0.9990236908735187,1.3006364713771317,-33.48562081340344,-15814.319817378313,-35.322748924130735,19669.001342101343,,-49.94529966091454,,
95316,1997,1.001912706517064,0.938719999029987,373.06130611558166,199170.8944497074,25.506578447321758,58655.33926261386,,599.4875716012432,,
41164,2015,1.0001322994439423,1.5821861061233093,-33.53542221871528,-11780.020089855494,-30.086715772774006,44359.7168688947,,320.2601169697874,,
70560,2016,0.9997243648421124,1.256253782914721,65.05517633193163,39847.670003817286,37.305652704560146,25728.841180107065,,577.4121690648597,,
61241,2001,0.9996976517096682,1.6046825486825211,10.526753571995961,1144.59403836833,33.70668480914512,-28967.577534034837,,1173.6603424198183,,
77545,2019,0.9989395531858893,1.15964181260536,-300.25841866787357,-145721.91170258986,65.19875107698331,32256.640987970215,,1021.5165870311555,,
91755,1992,0.9984487371452668,1.3756995831922094,-338.9752421318011,-147446.37885713464,-20.494754077726903,4316.484520951366,,1035.619646523494,,
53807,2001,0.9985109548261153,1.12961666221082,52.040658910163486,10001.339369794958,16.613583897347073,59518.5105465054,,265.76236680866265,,
42003,2006,1.0001370778210417,1.4734835813013007,-202.01349405926743,-70671.8007189688,33.85374210816394,17261.71428778216,,969.5147564540207,,
96744,1988,1.0000147182586347,1.7784172829657345,33.74711041599401,9990.460499090954,-17.603148981213984,-21709.872507491422,,978.6561798406999,,
