zipcode,Year,flood_count,max_severity,median_dead,median_displaced,median_duration,median_area,Annual Change (%),HPI,HPI with 1990 base,HPI with 2000 base
43229,1999,1.0014411957604958,1.8664012719791705,-138.1216655622179,-61360.08149322176,2.9775932790385173,21384.45295912667,,1537.345018618411,,
70560,2016,0.9979449073913783,1.5493598924580716,88.11300898842266,45365.57597068922,-12.512019809801169,31023.438457347882,,1180.2877119642744,,
95633,2017,0.9998084671760867,1.9993752329612025,12.248043555686943,18694.291750150023,4.639756092669763,131924.97308865376,,159.35506765571213,,
39571,2012,1.0008513542646005,1.0824353914618903,6.525748102462934,69840.23601291019,11.813674347465662,78409.16382145407,,240.0522009066785,,
36022,1998,0.9996892757353828,0.4505413545807935,12.712597003838887,27771.51482884304,1.0262954438261254,173670.21411435824,,254.6688134318743,,
95316,1997,0.999027731452276,1.2715429081244507,18.463801893309867,69172.855147598,10.258894540693886,173697.83111780672,,316.06353281332827,,
98503,2008,0.9999522091226265,1.2025899315429744,6.00712222149471,-38437.42271956394,0.4461638641286152,77515.54707061945,,-57.77535021816732,,
30075,2018,1.0010553309965464,1.099126664995695,9.895833111059389,26670.784759195205,11.2658426650958,235105.85763532543,,139.14449944660564,,
96741,1992,1.0015820381829639,1.532743132739102,-16.96180436680767,28124.017454348235,10.593099795582134,-3794.2194190383307,,211.96067175064684,,
95633,2017,1.0000276909316161,1.0570439432643475,19.823382952939927,25189.21624262582,-3.8814184269583425,141365.31040465843,,321.1257706523407,,
34433,2012,0.9995865487611822,1.5260888764367215,8.217959376555582,15022.730301106194,2.7908084268926765,69773.4640005294,,177.52763868680546,,
36022,1998,1.0002373243847598,1.3600579780434687,-2.1102200603869683,22916.52174499976,12.28074268008151,202770.92707564,,-7.5602958896781445,,
95215,2018,1.0016196121554373,0.5397539010223774,-0.7729404593566507,24922.032150316554,7.6235527374958485,49208.78073377041,,163.01526227691443,,
96741,1992,0.999541380723057,2.577514779114491,10.609970220333771,24152.95018013485,7.113841687021685,-42629.586874898014,,162.05210356770252,,
19522,2006,0.9983889943900448,0.48622920675211245,17.904546374501678,49293.83846713077,10.169450067188198,129550.01703757569,,294.2529521913178,,
81023,2013,0.9992766609175487,1.1083378166581943,-2.401813139738657,17102.168703877964,13.47141252472506,108164.68710100788,,148.30434902120703,,
96741,1992,1.0015801340950752,1.1539907190073457,-2.661571126593092,48631.75568309789,3.5458239461982917,-252174.62575005824,,152.0384362082344,,
78612,2004,1.0005434831529638,1.4195882099846895,-1.303723737218089,2205.269864884274,4.414772534800367,104465.76952769568,,135.00879241362293,,
96741,1992,1.0013010524331623,1.706996406868049,7.021726000222539,64986.703307214106,11.760998616659748,-57643.734243748506,,277.98064892441505,,
95316,1997,0.9997608213339698,1.5472450197596312,18.096107780989723,70398.15033573676,0.7633990796954473,180622.3545383921,,333.64999196801523,,
61241,2001,1.0005689366744697,1.2886560287051556,8.590779461272295,-22565.333288307946,4.891434298165051,-26383.290508163074,,172.9866308935863,,
30075,2018,0.9995126049760789,1.435375834125556,-3.1626331371520235,18929.016174003416,13.465834322197828,209289.3892272733,,239.8802102373861,,
70560,2016,1.0008291386845853,1.4878034456137217,-9.502620417934054,35002.66687678406,8.707552183969204,30864.777322342714,,149.38204916458707,,
61241,2001,1.001385903321291,1.0425510078868305,5.402795118580226,14149.66550538746,9.659667092365979,-91733.01559362057,,165.63703973219825,,
96741,1992,1.0008355653983498,1.4246749126014877,13.386600104714201,48688.45902989044,2.8589769437403034,-53650.92593099538,,255.79158960925133,,
30075,2018,1.001782163618536,1.4062410974042148,-12.703580881578873,73680.49554681375,8.70542824995704,210424.87959127716,,263.74414700799394,,
39845,2002,1.0018868281121243,1.8091892734238475,1.1802728150566963,-2710.0723206076973,-2.7756161537880715,5649.765801182497,,219.62097312164596,,
29142,2015,0.9994119131736855,1.2899222389557545,-3.8314604242307686,1744.5036460268238,20.14203427578429,62167.34522371699,,178.01795304706226,,
78612,2004,1.0006281400134807,1.1453688673564437,-4.253681679324438,-24970.735013314577,-8.65438872529363,106898.2969869862,,110.44195396265579,,
96741,1992,0.9999933465453688,1.3061204750018012,2.554649884800676,24824.49758096463,-1.5687773592571537,-89600.16222288608,,85.79526417832037,,
29341,2003,1.000516669308648,1.5821701486839304,-2.2881449893318777,-14081.132818214413,-3.0574692998540893,271844.1987726927,,151.46143692367065,,
36051,2020,0.9992174562947655,1.3031238348633978,5.444992297595239,12013.094656595493,4.057998744046082,198884.27222866935,,191.05366652177085,,
96744,1988,0.9973406486429506,0.5580665172608917,-18.922103034227682,6485.265231186631,-3.0690260163686087,-6236.005312131587,,204.9261342055451,,
95633,2010,0.9998501220332375,1.6186535054145281,8.03665261489788,46178.390930891415,14.881650011344947,376390.10256314627,,119.69913289050592,,
77904,2010,0.9992273328577266,1.0484368602125427,3.1610565692650594,-20057.735725779974,4.273115885449727,14704.852320773673,,55.58248974829655,,
32693,2008,1.0005004775194206,1.4517039392061435,9.784636669687185,4500.514030680457,7.485261254887009,100153.2585634005,,127.95073961730796,,
30075,2018,1.0002527555075378,1.2228176109337245,0.4934206663844285,18014.82694035193,3.241653727588958,234164.61263076658,,176.55401406634573,,
96744,1988,0.9987584987690509,0.5559920040945413,8.89688881284606,29135.594712936814,-5.698518842444486,-142098.16877478312,,161.73902902169814,,
43230,1991,0.9978301223129591,0.567986043557284,-3.7393157182494337,-30021.79828317266,-1.2008984615056164,202122.5621980491,,5.409158591826468,,
77386,2017,1.002155239538433,0.9629429452084548,11.302176152861232,25492.415730657085,8.283497643579617,331548.1655243696,,280.8606493450873,,
96741,1992,1.0005518636553095,2.1315709971193866,13.822684668914626,20933.032967781917,6.530698821179218,-6244.006600518522,,170.16676892298585,,
61241,2001,0.9989962421084366,0.663541486262675,-7.540341778748627,-20898.017811267146,9.967200530682307,-191124.8792159691,,132.40222512920482,,
95451,2019,1.0001985583628963,1.34790410964973,1.5548393894550614,8172.971498096092,-9.635145600554036,16571.76406446252,,259.8450088550942,,
19142,2012,1.0005739669592018,1.8375055719203732,11.796510225576618,-7407.76483406745,17.85791251384439,287759.5139836076,,43.14185725667218,,
77386,2017,0.9984808200170138,1.0425498631131596,4.9112233404545975,-49167.6743435752,8.776325402195393,333060.32587640814,,104.58006499987546,,
81023,2013,1.000179845418728,1.1629773733157909,-5.4585460881665755,23846.635198347853,5.458414786949311,88080.7431696762,,64.42475826843054,,
29340,2017,1.0005325951093706,1.1010861138487618,16.001954266353728,-50108.54457965314,2.5961515331190324,135463.0577452099,,130.56147906795607,,
30103,2009,1.0010645686780266,1.1976870116594562,-5.88490210458852,-18282.022994229097,0.33007764761203795,239701.3612217585,,14.554361759736196,,
93204,2018,1.0006329416337936,1.533110530407748,-7.61814640772501,-18448.113304514023,10.049135126004856,71525.7454579486,,217.99444977124165,,
29860,2018,1.0011290694375352,1.600721492447577,8.22632157990764,11013.385777480882,11.763701277342925,300230.870283904,,255.48686905262986,,
81023,2013,1.0012779268292382,2.009500917224713,18.238891664815952,18560.331869717716,9.70082263785383,98644.70933398812,,273.77889414227036,,
50161,2013,1.0008677650241709,1.035973889703718,22.11202022908976,1995.23387573453,3.1118940087122224,124134.67660069262,,217.9006671208508,,
95215,2018,0.9993165682098699,0.9529671120586218,-0.03505425306931009,42676.59837316086,6.654003561347098,47535.66097409843,,272.94456083805346,,
95316,1997,0.999127369372629,2.2061811581547985,7.891928780606166,77161.87060056155,-0.2866375040314235,157286.8857191647,,329.8006131812747,,
96744,1988,0.9987926041683536,2.105073045176832,10.439861395298301,11425.910934613566,-0.8104466388267362,-22963.405675914633,,129.48503037707343,,
30103,2009,1.0011671029143836,1.8633777813532155,12.482477378899269,-11312.310198090145,21.71432188231868,237165.33866748767,,154.28081262397424,,
96741,1992,0.9993771295035767,1.1871608208911797,6.784415422637741,45207.85400803418,0.7397382980579827,-138898.06307238768,,237.77622842050337,,
46229,2003,1.0003436185895351,1.093878546260703,15.207221978865277,11268.20821893374,12.77628922608403,156674.11106846377,,160.25336719873604,,
95633,2017,1.0001646978274372,1.6904693854601058,-15.225377394941866,26203.6399918855,12.832715237317487,139740.80196407458,,147.63843856887604,,
37034,2019,0.9982514530150425,1.2047252914878792,-3.883913834041306,-10480.508569121726,0.3558588548773116,138524.1240460307,,217.1385431391409,,
67002,1999,0.9989391732041659,1.0854898473162322,12.417243290729893,-16518.37007189802,8.769165505479442,263284.198217973,,83.07438048101199,,
30116,2021,0.9983606037323359,2.194536307839668,12.950932935180365,39564.701716428826,22.27071731800531,571869.9515217571,,306.7811035887664,,
77471,2012,1.0007150070138011,1.1655312004796825,-4.97142330086115,-3011.7825962839306,6.525538242703392,23447.000442292207,,207.60745207217627,,
47408,1999,0.9996296766314027,1.0035683337225554,-9.81887899857136,-20675.721745455285,-1.3292465422382334,18248.03527284092,,249.9033248123158,,
30075,2018,1.0000034147511785,1.5875198808252526,4.3655158957090405,27034.465637683214,10.729652854030064,203381.33255687752,,246.28634592893144,,
96741,1992,1.0014951337455174,2.063247648490587,3.153144047106128,45161.19114420557,10.299769625523478,-26996.312423387804,,230.5662804980798,,
70582,2019,0.9985585057519364,0.8054071942888403,-1.7921596714218229,-3071.5081722643354,5.491373636425737,58120.430538056506,,147.52148514959245,,
78041,2003,0.9981900410990193,1.2571024576133007,6.614685174387143,-7000.091179432204,3.2074069034122408,63504.10385709688,,161.4816733949404,,
96744,1988,0.9979647597593745,1.3718573305680142,-0.4720823826208145,16057.907155323355,0.9834379727126716,-46924.93241933739,,212.50193389913483,,
92404,2003,1.000648636334721,1.1910831509508306,2.48590890096202,-27645.96017234075,-3.1038835267763574,-13608.426927893146,,17.998997433855635,,
61241,2001,1.0006332675023035,1.2890825346013661,4.155635133761777,-29546.792104408367,-5.262203377217162,-49115.49163274944,,268.4673279061567,,
67002,1999,1.0000742062138002,1.5840497867029661,8.501305818063933,-38664.22026702706,2.1569492767532097,259538.46418519394,,216.71884563191796,,
47959,2008,0.9997699435644036,1.1586832864172627,-1.1487351392243585,-21277.14499317138,5.205409864605586,120196.45343234748,,133.58615812948776,,
92404,2003,1.0012492017674874,1.0762322591190456,-2.892871328822423,-17413.8776614259,-2.680516655078735,-10413.832635672588,,207.87477467954807,,
70560,2016,0.9996839021315634,1.911324138784266,1.2630139796718551,33033.13454509905,1.5420839495740806,18704.558788678652,,211.6762743789612,,
36051,2020,0.9997231011602036,0.8449464941647731,-0.5266314813377884,7579.134186789026,4.84311378510762,190855.5482125095,,54.39160485497598,,
97304,1990,0.9989063710539366,0.7545714487248166,-17.439182864530903,10093.782966908475,2.841655196729876,91149.77516475713,,135.1989560568214,,
36067,2021,1.0024020262818354,1.5063639934034645,7.618803576686635,-9549.400772314186,3.1958292254424325,36172.501747942,,173.3910673245432,,
37110,2002,0.9999138615545167,1.5911092257147357,13.547486633168756,-9755.249019636734,4.82102092264418,91159.87454104323,,322.22774833709957,,
95633,2017,0.999506537183636,1.3321603735611731,14.864169224405416,26409.931321116594,13.458563722322344,112220.8836485328,,223.15352666656105,,
46229,2003,1.0006814450803574,1.0971626896957398,-11.62226529605734,-1485.8513485686117,8.628066627212117,149828.0604522737,,113.4389316687365,,
40045,2004,1.0004013436270247,0.7147510576027617,-3.5710031874380794,-24237.047827401755,4.412114966658268,169016.37842399022,,167.6363083541929,,
61241,2001,1.0011293244375394,1.0900486771895863,8.285770620593716,9512.96645394617,-1.5777807150946845,-216380.20116700212,,217.4414407090417,,
61241,2001,0.9994977442838059,0.8532855588201418,-10.838390980798753,-430.4421795347689,-7.2770505776352525,-325176.9728246359,,116.56003813752844,,
40380,2004,0.9990983992539644,2.061193285049598,-6.1102906175135585,-26504.323704724273,8.96568085126907,58873.99974668665,,149.92491698708727,,
33825,2004,1.000800498241766,1.2975168484185295,-9.233466002048367,-47441.00379958174,-3.0368821785523643,306314.1565379369,,123.70883633091681,,
78041,2003,0.9993143897189182,1.0841324266293881,-10.590531906168888,-10545.460182267092,9.744470977051563,63055.83360415233,,69.4359793847916,,
78642,2013,0.9977655735576858,0.8628564314243128,2.104136421332036,12486.102876153593,5.746222430776764,42462.627099168225,,58.235499935367955,,
95215,2018,0.9987542339409003,1.1090898532287232,2.4300675680391857,37298.01770572271,6.0348216409876665,54306.20525563748,,245.45820281119092,,
96741,1992,0.9997407495574198,1.0636336773018273,3.126462191978291,22139.700522471147,-6.990410460901385,-66924.62271492605,,78.15528842194269,,
61241,2001,1.001222500914887,0.9532890389408093,5.389199120628687,-16789.957995306504,6.52746171685506,-83689.8048153609,,55.956749867524934,,
61241,2001,0.9996731192203203,1.094619415957006,-9.40025429897938,4256.546240432671,0.701193441301049,-81440.69640790715,,222.1794437759462,,
71301,2008,1.0004483902936159,1.373816529949711,6.171148853841142,5266.976642041178,1.6432301965826408,164452.62060338695,,128.26521630044027,,
23901,2003,0.9978990811385481,0.9262795974254128,2.172140124988925,6483.9029668685,6.344863601684996,169695.58542735252,,198.34911791496822,,
61241,2001,0.9993492864626549,1.3287443798505583,6.102299496075178,21663.74251704451,3.9995566127021736,-321823.42272153357,,248.47426398041853,,
61241,2001,1.0009629655291141,0.5996261229282634,10.292889207951433,6767.702248879556,3.4861847678109563,-61792.16447024653,,239.07718921099632,,
78642,2013,1.0006684079609425,1.8676609446447248,2.341450201457925,17006.710530461583,8.350209020154486,44625.60048061907,,205.76613029846055,,
30103,2009,1.0003406000191,1.4299909708375076,1.1769277916603182,-38223.8428018884,12.839193923239069,240353.80093819965,,78.57137322852154,,
61241,2001,1.0005699503053413,0.8916857954558495,14.951669454378365,-14950.036556351566,-3.1925497911797382,-111793.24304758006,,204.0643243053068,,
92404,2003,0.9987219774165637,1.8099877045615937,5.470398837240612,-14974.98273506144,3.4684260460743968,-12378.11796852712,,279.3654609810029,,
37397,2003,0.9993990260369966,2.1897121123785923,25.296166329955202,34858.5142734921,8.845282104344989,316075.9891049754,,338.29928831215386,,
34433,2012,1.0000591421222724,1.4945443776131477,-6.370506654015242,24533.005735846447,-8.061102619879469,63686.71223347335,,297.5676358204253,,
96744,1988,0.9981759301261071,0.7220232236109329,12.238331855402414,14872.013477557384,-4.668996392604942,-69341.3271462282,,199.45736253101916,,
61241,2001,0.9998111033122156,1.0434646420081795,-6.800151828511001,-22015.28042411082,-2.5980279311084917,-236099.95299452674,,228.40952865899771,,
44904,1987,0.9993825533875409,0.8908199571028665,9.355480284735009,4516.678156648739,-0.12418985983802688,10686.63930218741,,109.94259760491252,,
95633,2010,0.9998657318966425,2.063626795066853,4.352379486645018,-837.5966196628406,5.230261682116792,354172.6952822668,,300.9550120456811,,
63366,1986,0.9990627719511662,1.3248408163442367,-9.20151105161263,33101.40600506351,7.838576505793636,109330.34102836327,,259.5094382708306,,
61241,2001,1.0012061533956707,1.2724116354518578,-0.7475140877709601,3337.007826153442,5.889172594427965,-106899.46118452738,,143.37663206340454,,
78642,2013,0.9996990959806387,0.801952986729986,0.23826225247405475,12103.301216155318,-2.635001032482574,34088.926815570005,,229.27211157853097,,
45146,2020,1.0018195730466986,1.7034180055137584,10.829462241784988,-15488.061691069044,10.232887798479275,126476.69072392478,,229.63079755082646,,
43230,1991,0.9992650895855222,0.9175833840645344,-13.644586280717569,608.8211324259792,0.020327117933924832,203164.11242469662,,115.22792489035133,,
37034,2019,1.0014594936033836,1.0950728741973244,-7.284840609153862,-6800.905102359557,-4.184044724478921,137276.44957999172,,277.4650843669018,,
36066,2009,0.9980868935748209,1.934619664220152,4.971510388788983,873.1885217902436,4.903064942137017,322548.0994797839,,176.898218889305,,
61241,2001,0.9988992207171633,0.9467472847627456,5.675279583690401,-29010.05432322623,-7.251718236970673,-47604.50464412634,,184.79239722837355,,
36022,1998,1.0007013730648393,1.7470745608428535,13.19926437487144,23765.568938193912,9.043184648084331,186417.04837434128,,185.7760117011139,,
61241,2001,1.0006949979007769,1.6413350061547576,-15.856660742319395,-861.8363467791551,-4.619359525233536,-55785.46523860132,,225.06542245446522,,
61241,2001,1.0006294135848868,1.747428739976069,1.1318644084419756,7072.508114456386,-3.459624656628632,-183463.38979536176,,341.3401054591322,,
34756,2017,0.9994660908986832,2.1044142478321897,10.995277102062506,5348.404834629739,14.918884829695447,215154.69826303265,,316.41498053001624,,
40067,2005,1.0002253427536891,1.8671839715611518,7.981943547680666,6958.521849126017,15.954685702697889,283679.68608363153,,248.9952299475416,,
45053,2015,0.9992957122918088,1.648606522323038,1.1563249662599175,-3705.1586230279772,-0.05391696743300667,161362.1958992193,,219.4260019423914,,
47959,2008,0.9988685469793476,0.45863549740476073,13.469576296403098,3292.2003386685383,-3.078748216783705,121023.83612133977,,243.95111672882817,,
61241,2001,0.9995614127937427,1.1330588329512858,2.489116946917283,1878.9316313700547,1.5454986004445956,-28714.88824685311,,208.98222923081926,,
61241,2001,0.9996469839432744,1.816413839539034,5.670446809714688,-14313.878253138366,0.9251839028825577,-74353.41454743987,,224.13665011307378,,
30103,2009,1.0024648776358578,1.2194656730545748,3.96174641919657,-29330.02829105756,5.3961932457882185,232790.54341190748,,155.60610384123197,,
95633,2017,0.9990076867339639,1.7733783019511586,28.338016711124638,24432.297449849324,8.54765146424853,129132.72469640672,,248.46252394125725,,
42003,2006,1.00028329941844,0.9669274578412674,6.804888124047604,2150.826743144633,-10.886623245361895,17046.18471542516,,36.41188231930582,,
36051,2020,0.9999373430437976,1.6843751095635013,12.165840158608884,-8035.317021388757,10.853552351618433,198474.54264434153,,65.1858350520476,,
23901,2003,1.0000156867137957,1.739488449431268,11.830197616018165,18360.18556492617,10.142618577664331,165959.1112761693,,167.17245873983302,,
36022,1998,0.999791039512668,2.14051883388422,4.557720093360284,50757.02613268902,22.35820636826108,188303.8984503465,,303.8265330920766,,
78612,2004,1.000878643509726,1.5784849903339524,12.393081048018978,-22663.85995730408,12.950095612377556,106170.41507310235,,118.83558097305621,,
61241,2001,0.9992035598189404,1.0076745983810613,5.454862299786424,3824.6185975508242,4.3995524619453255,-18428.874756816134,,174.97119770140935,,
34433,2012,0.9988069400450897,0.4161176562672765,4.9524000758297,36600.96541072051,-3.7424217530318113,71920.2795812905,,134.60786158395703,,
32693,2008,0.997723626491408,1.7162522382680063,21.612406737116395,-27995.207187026394,3.4448403665559706,93961.32852155232,,84.2883337159258,,
98501,2009,0.9999116573409909,1.5184033562779453,14.839317122560669,-1579.5261584876725,-4.649818807419706,48164.650029876604,,277.66301431285285,,
61241,2001,1.0001683951924754,1.6000622315333441,-0.9851434285479712,-37570.34681697319,5.85882646092636,-39766.961089700024,,252.84664134560845,,
74301,2019,1.000236961415712,1.2723609666684668,-7.259836504938167,6648.83984874609,6.685489429848785,253619.2401564827,,192.04024448049174,,
46229,2003,1.001157814842024,1.197473477658352,17.06702711436114,29187.683322455658,-0.1715180206356468,150582.98240926216,,316.58938865920237,,
46229,2003,1.0006071311007836,1.0651197726833421,12.73145460228308,18760.848036377465,3.118144330414117,150317.06070984522,,222.14051096793824,,
96741,1992,1.0012246270872263,1.0416418182683165,-0.3584830711746072,37051.1303792968,-0.7869794556243317,-95561.02388786533,,180.91952445764622,,
23901,2003,0.9991462634653151,1.1752479896887218,-7.939359193259848,5635.73674234432,10.111408212771337,168959.6500304548,,307.595339977474,,
70517,2021,0.9980521164866788,1.9654475003701546,7.773454701091174,-11729.274064473811,-2.745171967827046,38016.154756643795,,155.71558453025528,,
46390,2006,0.9986594468199962,1.4238447294630785,4.713061760684079,-713.569931630489,6.108585466355164,7118.530558659273,,144.1999051816045,,
61241,2001,0.9998599571480578,0.7193263194108656,-5.150434644457266,-6092.25789492587,-1.8352656734554431,-39235.39185499061,,203.13823128408694,,
61241,2001,0.9999056282499647,1.2197210404813723,-4.818747593460677,-18257.52041539792,5.348093312213646,-35592.461329101454,,82.8403207682275,,
32693,2008,1.0007236136191777,1.031338913162749,4.349284212109508,-17760.182374301985,-3.9784964340057734,100136.2425325783,,214.126937484448,,
61241,2001,1.0003286521603731,0.9873495516272903,-6.893172678390328,-31894.342687403605,11.017837281531675,-231972.51854291573,,3.953684568604473,,
96741,1992,0.9990732868975079,1.0822499581157163,5.52851926659854,20282.703347311817,4.318821922206613,-37985.48391821305,,245.35766334740455,,
61241,2001,0.9994853584507819,0.910915199935354,13.638579849829558,13526.3244937639,8.08669959176272,-91860.8491317706,,222.32642266872026,,
74301,2019,0.9991796561754693,1.6638216685268077,21.548856670553374,301.6836663496488,1.4141052084351866,242454.6337246365,,299.9119851268071,,
30075,2018,1.0016810923149304,0.8490275643585783,7.548509179715644,66919.10953989389,0.07282087878642862,200300.5769416071,,291.40558151647394,,
36051,2020,0.9997039827726701,0.3122035597022388,2.6466602883392985,-25962.48085039202,1.7076270158724407,192931.4772455775,,107.85577027133625,,
34433,2012,0.999375210453066,1.1308240544478545,-9.302427889720828,24307.507778510633,14.255374899246682,69714.87394401104,,361.78831200344536,,
61241,2001,1.000682034450044,0.9009107608403694,-5.558965113119924,2991.6099013511866,-1.0488027971205964,-27556.900750008295,,298.6363971334347,,
28901,2009,1.0004800595800867,1.4616100062754562,17.83577051774143,-9919.383506483095,7.250556123891753,474349.06633395853,,126.44466018043278,,
40067,2005,1.0002616629726966,1.4017047345975164,-7.294637032062277,3520.1985480174717,1.581929656151143,277942.6992143466,,229.1111338445145,,
61241,2001,0.9985891755019122,1.2864713520038957,20.235429259728512,10547.565482887137,-3.7408106573700923,-72220.42223479968,,297.0500988898756,,
74301,2019,0.999805054791571,1.2057124409067346,25.37391178507471,23387.878583910024,10.711675069127171,250940.63312238143,,264.25772942764365,,
37034,2019,1.0002056863749607,1.2099623325574953,-7.173287544974371,-5288.019511234341,-0.5886436989220787,139296.83538469367,,160.64058410951571,,
95316,1997,0.9989021376416508,1.4604181801879466,0.9321938271071568,87787.50043818602,14.84258499481393,138770.31919195218,,250.31841919717957,,
70115,1995,1.0003550224544215,1.7074057684459505,3.6867732520425873,20301.631239745337,-0.24830208547807153,32345.196590527783,,232.97298921027243,,
95633,2017,0.9999859804617424,1.7605714695060297,6.9542337332677215,29609.399972584968,17.51642386517451,118021.04184307232,,132.83338832451997,,
34433,2012,1.000702406569151,1.4192259053991232,11.931777371057091,36973.510244902296,10.151840959688169,72915.89291310853,,70.78030293907763,,
77302,1994,1.000567055517388,1.6888390776384568,-3.9831652453050674,7947.832351785102,0.528954690707554,74179.8789357839,,140.4624448236162,,
29341,2003,0.9995732428831177,1.3077638402983478,1.9585238463534331,-59822.21444911952,1.1943343999291,274713.5276790998,,128.34704887561503,,
71301,2008,1.0001523155135765,1.5966474582994186,-5.1604094620873555,-11377.244765145471,22.066735854953485,163517.10989287618,,132.91341401342336,,
36067,2021,0.9995516197809461,1.2015050675459755,8.24508047644942,-47454.92994749865,-4.2619935949905905,35908.975243225934,,132.99308596275537,,
61241,2001,1.000057013136371,0.5860663468042885,1.352739018620401,-50825.0452536277,0.3658560045798547,-191142.3556386355,,57.02961332012299,,
43119,1990,1.001161933813456,1.501538826407196,0.2560829961672937,8585.373638653964,3.6027338627590013,177798.80646542055,,136.02705323185387,,
36022,1998,0.9999680815053567,1.4533918597843627,11.325362996711316,48361.21036844536,12.737225010510029,193872.5418566229,,233.03948476980713,,
81023,2013,1.0010383887557346,1.31622191795557,-1.7783613716826734,26193.64254835357,0.9416395009383898,95793.18236630083,,214.23759102364616,,
47408,1999,1.0013684219544727,1.2083407909135429,16.150528000689725,-33534.535284799116,5.406221560078917,18087.05841581196,,105.96050600625615,,
61241,2001,1.0009825734636277,1.1953555046998208,3.4295544375208746,-13473.782647538923,-5.094626265409337,-77412.81319621779,,238.83358496341896,,
92404,2003,0.999484282930067,1.5460998956988725,3.037553174647437,-20433.559247120644,6.607990276642044,-3199.9805930214206,,130.753167995323,,
98501,2009,1.0001915209638659,1.2300257394605076,12.425352903283045,-17360.107560826615,0.5805336018112035,46657.54209653351,,151.05859137129258,,
59722,2018,1.0014323420312174,0.838567839834611,0.7099534712993809,-10389.854870455383,4.404850534248992,54421.70643759927,,174.70787821198832,,
74301,2019,0.9991946281729497,1.5098840534849145,9.637326765000491,15681.021054970199,19.792705931411955,253120.63398926414,,195.66826441877214,,
01749,2018,0.9980447235736899,1.3917503546066803,-12.870074674719824,-4265.663953191512,5.408128856501806,4821.857617795467,,206.9676168806535,,
76501,2004,1.000545817174562,0.9719404967357148,22.268605294002903,-31561.392587799735,2.750751186437221,111487.57957806994,,144.8316753948074,,
30075,2018,1.001257059956689,1.0088537231258112,12.951330898779766,23519.77100320999,-2.720296635937311,204332.42394151088,,167.16441236824957,,
19142,2012,1.0003724346469822,1.2205268567416638,-4.009552980548279,-26016.446412844023,7.868273589607651,299844.994920723,,144.13266876418797,,
36051,2020,1.000777531240815,1.5438979270195934,6.62775510972574,-26652.63612571812,10.334210231715513,198400.09214960376,,61.29967802428828,,
61241,2001,1.0007236105872288,1.7656022345925677,-4.617962241984823,-27524.311085354166,8.684259461070955,-103278.87259812967,,1.2464726436182048,,
96741,1992,1.0001501361163714,1.9107648528866559,2.7185349200583806,37697.523715084164,9.119776539262235,-5912.1771113922005,,290.5343207961205,,
37397,2003,0.9998124658799451,1.6072999469595302,2.4731964963046584,74597.22359215109,13.890852612072344,323794.849897588,,257.86349900908624,,
30075,2018,1.0003169794177733,1.4578360368711325,11.181346012641445,14043.409259829612,12.843858732394295,218825.613331468,,227.48822256955137,,
96744,1988,0.9990892961769353,1.725950565222685,6.743462940654777,17596.562281514256,6.2705383346448365,-36320.5668012501,,257.91937668357025,,
39571,2012,0.9991360487785792,1.2239935486239817,19.7475689349102,58440.88057359506,13.552874650921147,73847.48157009743,,213.10667173518175,,
93066,2003,1.0000831224656568,1.646688281716337,1.1311838240828616,-21653.93028011735,7.51364247970306,28589.68420278431,,239.7378884754163,,
46229,2003,1.0006419305349616,1.4136216006184026,3.250874260786449,27268.901448764584,14.72793331819952,152332.40368417575,,209.71570362495675,,
92404,2003,1.0008858031376018,1.3632219463526367,2.125838860718777,-73123.89136662158,11.165155018009344,-1714.3503070659353,,-33.86672577977245,,
42159,2015,1.0007828702435813,1.6371937842766826,-11.545173583468156,-55386.81463382109,13.33935650917575,56888.368269415136,,39.44960759140565,,
34756,2017,1.0014790789734058,1.5220164849943538,27.002562061086525,6942.84248527763,11.854322812270475,222162.36562022677,,163.89663943268613,,
54646,2010,0.9977922490836174,1.3609082013073315,0.7450949956643718,-61730.09210503417,0.5524421060087068,3926.7850209085445,,136.53187048278744,,
19522,2006,0.9997950649621867,1.84491327803114,19.10105428019616,64505.03155242716,4.043334927579549,117193.12423616042,,279.9223617943191,,
37110,2002,0.9998195102110684,1.2939989031069528,-2.777080207196538,-25745.81303737211,20.88508647752556,87375.51890959078,,110.91327430338549,,
36022,1998,0.9999814419942339,2.265939554740605,3.090200483395952,12804.476945866198,9.156187867183357,196088.28482611477,,117.9455035460435,,
96744,1988,0.9998185216704208,0.9311547105002824,13.439754585519754,13444.287345940507,-6.049209336999464,-62352.182102829596,,145.07947863911804,,
92404,2003,0.9992917115373984,1.5721083019298099,6.072050803329648,-40586.181714101476,2.712208915104546,-18906.30698281713,,224.82886905560716,,
95215,2018,0.9995090625501286,0.7254829872990657,9.266150545223303,27807.385539016963,6.17839539189724,39506.654730416885,,25.92741177195589,,
95451,2019,1.000206724047245,2.1613477247099846,-5.46992743154282,8458.556165708966,10.67928967420649,16339.310230414892,,295.4139366332993,,
61241,2001,0.9993544305713515,1.986638738127908,2.318345166586475,-7862.729317218125,-1.1094712403204836,-17740.37010542683,,231.68739131636994,,
61241,2001,1.0004709785037067,0.6999955639996128,-11.276451017362564,11430.33870133225,6.237718943530327,-285452.03418406914,,41.01302973225768,,
90247,2003,1.0014334224198251,1.2534593609799893,7.033448600535389,-49572.99384328301,-3.9317377112432794,-28975.116316178726,,77.5724372864114,,
