Five-Digit ZIP Code,Year,Annual Change (%),HPI,HPI with 1990 base,HPI with 2000 base
60047,2001,7.14,385.45,144.32,107.14
60047,2002,6.3,409.74,153.41,113.89
60047,2003,4.1,426.56,159.71,118.57
60047,2004,7.72,459.5,172.04,127.72
60047,2005,9.19,501.73,187.86,139.47
60047,2006,6.09,532.31,199.3,147.96
60047,2007,-0.48,529.73,198.34,147.25
60047,2008,-2.64,515.76,193.11,143.36
60047,2009,-10.54,461.41,172.76,128.26
60047,2010,-7.69,425.92,159.47,118.39
60047,2011,-5.0,404.64,151.5,112.48
60047,2012,-2.48,394.6,147.74,109.69
60047,2013,1.76,401.54,150.34,111.61
60047,2014,6.41,427.26,159.97,118.77
60047,2015,2.17,436.55,163.45,121.35
60047,2016,2.01,445.33,166.74,123.79
60047,2017,1.53,452.14,169.29,125.68
60047,2018,-1.99,443.15,165.92,123.18
60047,2019,1.93,451.7,169.12,125.56
60047,2020,0.42,453.57,169.82,126.08
60047,2021,5.79,479.83,179.66,133.38
60047,2022,10.97,532.48,199.37,148.01
60047,2023,7.31,571.39,213.94,158.83
60047,2024,8.76,621.45,232.68,172.74
60553,1993,,100.0,,68.66
60553,1994,18.19,118.19,,81.15
60553,1995,8.41,128.13,,87.97
60553,1996,-10.11,115.17,,79.08
60553,1997,19.97,138.17,,94.87
60553,1998,2.28,141.32,,97.03
60553,1999,-2.25,138.14,,94.85
60553,2000,5.43,145.65,,100.0
60553,2001,4.69,152.48,,104.69
60553,2002,6.64,162.61,,111.64
60553,2003,-0.48,161.82,,111.11
60553,2004,-0.03,161.78,,111.08
60553,2005,24.61,201.6,,138.42
60553,2006,-1.01,199.56,,137.02
60553,2007,7.31,214.14,,147.03
60553,2008,-5.72,201.89,,138.62
60553,2009,-1.87,198.11,,136.02
60553,2010,-3.77,190.64,,130.89
60553,2011,-8.56,174.32,,119.68
60553,2012,-6.93,162.24,,111.39
60553,2013,-7.86,149.49,,102.64
60553,2014,13.19,169.22,,116.18
60553,2015,1.44,171.65,,117.85
60553,2016,-0.66,170.51,,117.07
60553,2017,6.16,181.02,,124.29
60553,2018,-11.7,159.84,,109.75
60553,2019,9.83,175.55,,120.53
60553,2020,7.05,187.93,,129.03
60553,2021,8.3,203.52,,139.74
60553,2022,,,,
60553,2023,,,,
60553,2024,,,,
61241,1991,,100.0,,59.39
61241,1992,5.7,105.7,,62.78
61241,1993,8.66,114.85,,68.21
61241,1994,7.27,123.2,,73.17
61241,1995,7.58,132.54,,78.72
61241,1996,2.71,136.13,,80.85
61241,1997,8.35,147.49,,87.59
61241,1998,5.24,155.22,,92.19
61241,1999,3.13,160.08,,95.07
61241,2000,5.18,168.37,,100.0
61241,2001,3.87,174.89,,103.87
61241,2002,1.47,177.46,,105.4
61241,2003,4.0,184.57,,109.62
61241,2004,1.45,187.24,,111.2
61241,2005,6.37,199.15,,118.28
61241,2006,2.88,204.88,,121.68
61241,2007,3.58,212.22,,126.04
61241,2008,-0.14,211.94,,125.87
61241,2009,-2.55,206.52,,122.66
61241,2010,0.54,207.63,,123.32
61241,2011,-2.48,202.49,,120.26
61241,2012,0.3,203.09,,120.62
61241,2013,2.17,207.5,,123.24
61241,2014,4.16,216.13,,128.37
61241,2015,-4.84,205.67,,122.15
61241,2016,6.04,218.08,,129.52
61241,2017,1.42,221.18,,131.37
61241,2018,1.28,224.01,,133.04
61241,2019,1.58,227.56,,135.15
61241,2020,0.54,228.78,,135.88
61241,2021,7.3,245.48,,145.79
61241,2022,12.06,275.08,,163.38
61241,2023,5.03,288.92,,171.6
61241,2024,0.07,289.12,,171.71
61285,2003,,100.0,,
61285,2004,-6.88,93.12,,
61285,2005,14.28,106.42,,
61285,2006,4.45,111.15,,
61285,2007,4.56,116.22,,
61285,2008,-14.1,99.83,,
61285,2009,17.45,117.25,,
61285,2010,-0.19,117.03,,
61285,2011,-0.96,115.9,,
61285,2012,-2.97,112.46,,
61285,2013,-0.15,112.29,,
61285,2014,5.88,118.89,,
61285,2015,-4.38,113.68,,
61285,2016,-0.82,112.75,,
61285,2017,6.4,119.96,,
61285,2018,,,,
61285,2019,,127.23,,
61285,2020,-1.67,125.11,,
61285,2021,8.01,135.13,,
61285,2022,7.55,145.34,,
61285,2023,,,,
61285,2024,,162.54,,
61565,2001,,100.0,,
61565,2002,8.95,108.95,,
61565,2003,-4.41,104.14,,
61565,2004,2.31,106.55,,
61565,2005,24.35,132.5,,
61565,2006,-1.38,130.67,,
61565,2007,-0.57,129.92,,
61565,2008,-0.5,129.28,,
61565,2009,-10.15,116.15,,
61565,2010,5.75,122.83,,
61565,2011,-0.39,122.35,,
61565,2012,-11.93,107.76,,
61565,2013,5.02,113.16,,
61565,2014,-10.62,101.14,,
61565,2015,8.04,109.27,,
61565,2016,10.92,121.2,,
61565,2017,,,,
61565,2018,,113.31,,
61565,2019,1.25,114.73,,
61565,2020,-1.26,113.28,,
61565,2021,22.04,138.25,,
61565,2022,-2.2,135.2,,
61565,2023,,,,
61565,2024,,,,
61611,1978,,100.0,93.13,59.03
61611,1979,-4.8,95.2,88.66,56.2
61611,1980,7.79,102.62,95.57,60.58
61611,1981,-9.08,93.3,86.89,55.08
61611,1982,10.22,102.83,95.76,60.7
61611,1983,0.03,102.86,95.79,60.72
61611,1984,-17.49,84.87,79.04,50.1
61611,1985,-1.83,83.32,77.6,49.19
61611,1986,-2.01,81.64,76.03,48.2
61611,1987,5.57,86.19,80.27,50.88
61611,1988,7.96,93.05,86.66,54.93
61611,1989,6.75,99.33,92.51,58.64
61611,1990,8.1,107.38,100.0,63.39
61611,1991,3.68,111.33,103.68,65.72
61611,1992,3.1,114.78,106.89,67.76
61611,1993,4.2,119.6,111.38,70.61
61611,1994,4.82,125.36,116.75,74.01
61611,1995,12.18,140.63,130.97,83.02
61611,1996,4.23,146.58,136.5,86.53
61611,1997,4.84,153.68,143.12,90.72
61611,1998,4.0,159.82,148.83,94.34
61611,1999,2.35,163.57,152.33,96.56
61611,2000,3.56,169.4,157.76,100.0
61611,2001,4.38,176.82,164.67,104.38
61611,2002,2.73,181.65,169.17,107.23
61611,2003,1.06,183.58,170.96,108.37
61611,2004,4.87,192.52,179.29,113.65
61611,2005,3.81,199.86,186.13,117.98
61611,2006,3.84,207.53,193.27,122.51
61611,2007,3.66,215.13,200.35,127.0
61611,2008,-0.01,215.11,200.33,126.99
61611,2009,-0.78,213.44,198.77,126.0
61611,2010,-0.87,211.57,197.04,124.9
61611,2011,-3.52,204.12,190.1,120.5
61611,2012,0.91,205.97,191.82,121.59
61611,2013,0.68,207.37,193.12,122.42
61611,2014,1.45,210.38,195.92,124.19
61611,2015,-1.76,206.66,192.46,122.0
61611,2016,0.78,208.27,193.96,122.95
61611,2017,-2.52,203.03,189.08,119.85
61611,2018,1.04,205.14,191.04,121.1
61611,2019,1.54,208.29,193.98,122.96
61611,2020,3.1,214.75,199.99,126.77
61611,2021,5.62,226.81,211.22,133.89
61611,2022,9.6,248.59,231.51,146.75
61611,2023,7.69,267.7,249.3,158.03
61611,2024,6.9,286.16,266.5,168.93
61759,1993,,100.0,,57.18
61759,1994,19.46,119.46,,68.3
61759,1995,25.53,149.95,,85.74
61759,1996,-9.25,136.08,,77.81
61759,1997,0.86,137.25,,78.48
61759,1998,8.92,149.5,,85.48
61759,1999,9.33,163.45,,93.46
61759,2000,7.0,174.89,,100.0
61759,2001,0.37,175.54,,100.37
61759,2002,-2.83,170.57,,97.53
61759,2003,7.99,184.2,,105.32
61759,2004,-6.86,171.56,,98.1
61759,2005,2.25,175.42,,100.3
61759,2006,9.69,192.43,,110.03
61759,2007,1.89,196.07,,112.11
61759,2008,-6.22,183.87,,105.13
61759,2009,10.1,202.44,,115.75
61759,2010,2.08,206.65,,118.16
61759,2011,1.95,210.67,,120.46
61759,2012,-4.88,200.4,,114.58
61759,2013,0.46,201.32,,115.11
61759,2014,-3.71,193.86,,110.84
61759,2015,3.86,201.35,,115.13
61759,2016,2.73,206.85,,118.27
61759,2017,-1.47,203.81,,116.53
61759,2018,6.97,218.02,,124.66
61759,2019,-13.61,188.34,,107.69
61759,2020,14.43,215.51,,123.22
61759,2021,6.16,228.77,,130.81
61759,2022,8.47,248.16,,141.89
61759,2023,12.86,280.08,,160.14
61759,2024,7.66,301.54,,172.42
63077,1992,,100.0,,65.93
63077,1993,2.56,102.56,,67.62
63077,1994,1.43,104.03,,68.58
63077,1995,10.98,115.45,,76.11
63077,1996,1.51,117.19,,77.26
63077,1997,6.52,124.84,,82.3
63077,1998,5.31,131.46,,86.67
63077,1999,6.1,139.48,,91.95
63077,2000,8.75,151.69,,100.0
63077,2001,4.44,158.43,,104.44
63077,2002,0.44,159.12,,104.9
63077,2003,3.28,164.34,,108.34
63077,2004,7.91,177.34,,116.91
63077,2005,5.54,187.17,,123.39
63077,2006,3.69,194.08,,127.95
63077,2007,1.5,196.98,,129.86
63077,2008,-2.61,191.84,,126.47
63077,2009,-2.98,186.12,,122.7
63077,2010,-7.18,172.75,,113.88
63077,2011,2.39,176.87,,116.6
63077,2012,-2.25,172.9,,113.98
63077,2013,-3.95,166.06,,109.47
63077,2014,-0.17,165.77,,109.28
63077,2015,5.61,175.07,,115.42
63077,2016,3.42,181.06,,119.36
63077,2017,8.61,196.65,,129.64
63077,2018,1.8,200.19,,131.98
63077,2019,2.24,204.69,,134.94
63077,2020,3.84,212.54,,140.12
63077,2021,10.04,233.89,,154.19
63077,2022,14.27,267.27,,176.2
63077,2023,14.68,306.49,,202.06
63077,2024,0.27,307.32,,202.6
63366,1977,,100.0,54.83,37.0
63366,1978,6.62,106.62,58.46,39.44
63366,1979,7.7,114.83,62.96,42.48
63366,1980,15.18,132.27,72.52,48.93
63366,1981,1.24,133.91,73.42,49.54
63366,1982,-15.66,112.93,61.92,41.78
63366,1983,11.95,126.42,69.31,46.77
63366,1984,22.54,154.92,84.94,57.31
63366,1985,5.71,163.76,89.78,60.58
63366,1986,1.79,166.69,91.39,61.67
63366,1987,3.45,172.43,94.54,63.79
63366,1988,4.45,180.1,98.75,66.63
63366,1989,0.24,180.53,98.98,66.79
63366,1990,1.03,182.39,100.0,67.48
63366,1991,0.45,183.22,100.45,67.78
63366,1992,3.5,189.63,103.97,70.16
63366,1993,1.42,192.31,105.44,71.15
63366,1994,3.13,198.33,108.74,73.38
63366,1995,8.31,214.81,117.78,79.47
63366,1996,5.06,225.69,123.74,83.5
63366,1997,3.92,234.54,128.59,86.77
63366,1998,3.25,242.17,132.77,89.59
63366,1999,5.06,254.42,139.49,94.13
63366,2000,6.24,270.3,148.2,100.0
63366,2001,6.84,288.78,158.33,106.84
63366,2002,5.2,303.8,166.56,112.39
63366,2003,3.12,313.26,171.75,115.9
63366,2004,6.72,334.3,183.29,123.68
63366,2005,7.54,359.49,197.1,133.0
63366,2006,4.39,375.26,205.75,138.83
63366,2007,1.76,381.86,209.36,141.27
63366,2008,-2.55,372.12,204.02,137.67
63366,2009,-5.65,351.1,192.5,129.9
63366,2010,-5.3,332.5,182.3,123.01
63366,2011,-3.13,322.08,176.59,119.16
63366,2012,-3.51,310.79,170.4,114.98
63366,2013,0.67,312.87,171.54,115.75
63366,2014,5.35,329.61,180.72,121.94
63366,2015,4.14,343.24,188.19,126.99
63366,2016,4.65,359.2,196.94,132.89
63366,2017,6.34,381.99,209.44,141.32
63366,2018,4.32,398.48,218.48,147.42
63366,2019,6.74,425.35,233.21,157.36
63366,2020,4.0,442.34,242.52,163.65
63366,2021,9.34,483.68,265.19,178.94
63366,2022,14.67,554.62,304.08,205.19
63366,2023,10.51,612.9,336.04,226.75
63366,2024,3.84,636.46,348.95,235.46
63785,2003,,100.0,,
63785,2004,-2.69,97.31,,
63785,2005,-1.51,95.85,,
63785,2006,8.78,104.26,,
63785,2007,-2.36,101.8,,
63785,2008,,,,
63785,2009,,103.18,,
63785,2010,4.48,107.8,,
63785,2011,3.24,111.29,,
63785,2012,-15.17,94.41,,
63785,2013,6.76,100.79,,
63785,2014,,,,
63785,2015,,,,
63785,2016,,,,
63785,2017,,,,
63785,2018,,112.93,,
63785,2019,,,,
63785,2020,,126.78,,
63785,2021,9.39,138.68,,
63785,2022,,,,
63785,2023,,,,
63785,2024,,,,
64075,1989,,100.0,96.14,57.46
64075,1990,4.01,104.01,100.0,59.76
64075,1991,4.11,108.28,104.11,62.22
64075,1992,3.56,112.14,107.81,64.43
64075,1993,0.82,113.06,108.7,64.96
64075,1994,3.72,117.26,112.74,67.38
64075,1995,9.06,127.88,122.95,73.48
64075,1996,6.28,135.91,130.67,78.1
64075,1997,3.27,140.36,134.95,80.65
64075,1998,6.69,149.75,143.98,86.05
64075,1999,6.23,159.09,152.95,91.41
64075,2000,9.39,174.03,167.32,100.0
64075,2001,2.57,178.51,171.63,102.57
64075,2002,5.63,188.57,181.3,108.35
64075,2003,2.47,193.22,185.77,111.02
64075,2004,6.5,205.77,197.84,118.24
64075,2005,4.38,214.79,206.51,123.42
64075,2006,1.82,218.7,210.27,125.66
64075,2007,1.55,222.08,213.52,127.61
64075,2008,-6.89,206.77,198.8,118.81
64075,2009,-1.03,204.64,196.75,117.59
64075,2010,-2.2,200.14,192.42,115.0
64075,2011,-2.39,195.36,187.83,112.25
64075,2012,-1.45,192.53,185.1,110.63
64075,2013,0.46,193.4,185.95,111.13
64075,2014,2.66,198.54,190.89,114.08
64075,2015,4.97,208.4,200.37,119.75
64075,2016,4.95,218.73,210.29,125.68
64075,2017,7.2,234.46,225.42,134.72
64075,2018,4.74,245.57,236.1,141.1
64075,2019,8.83,267.26,256.95,153.57
64075,2020,5.18,281.11,270.27,161.53
64075,2021,10.65,311.05,299.05,178.73
64075,2022,19.8,372.64,358.28,214.12
64075,2023,5.61,393.54,378.37,226.13
64075,2024,0.9,397.1,381.79,228.18
64150,1992,,100.0,,69.47
64150,1993,-1.06,98.94,,68.73
64150,1994,7.13,105.99,,73.63
64150,1995,12.2,118.93,,82.61
64150,1996,0.4,119.41,,82.95
64150,1997,11.0,132.54,,92.07
64150,1998,-8.5,121.27,,84.24
64150,1999,11.48,135.19,,93.92
64150,2000,6.48,143.95,,100.0
64150,2001,4.94,151.06,,104.94
64150,2002,-0.01,151.05,,104.93
64150,2003,6.5,160.87,,111.75
64150,2004,7.56,173.03,,120.2
64150,2005,-0.79,171.66,,119.25
64150,2006,9.02,187.15,,130.01
64150,2007,1.01,189.04,,131.32
64150,2008,-4.92,179.73,,124.86
64150,2009,-2.78,174.73,,121.38
64150,2010,2.75,179.55,,124.73
64150,2011,-10.76,160.23,,111.31
64150,2012,-2.12,156.83,,108.95
64150,2013,5.27,165.1,,114.69
64150,2014,2.45,169.14,,117.5
64150,2015,12.12,189.64,,131.74
64150,2016,-2.44,185.02,,128.53
64150,2017,10.61,204.65,,142.17
64150,2018,0.56,205.8,,142.97
64150,2019,18.18,243.22,,168.96
64150,2020,-0.31,242.46,,168.43
64150,2021,14.7,278.1,,193.19
64150,2022,10.8,308.12,,214.05
64150,2023,17.65,362.5,,251.82
64150,2024,2.85,372.85,,259.01
64628,2001,,100.0,,
64628,2002,11.6,111.6,,
64628,2003,-5.16,105.84,,
64628,2004,5.37,111.53,,
64628,2005,-2.7,108.51,,
64628,2006,12.69,122.28,,
64628,2007,1.72,124.39,,
64628,2008,2.1,127.0,,
64628,2009,0.08,127.1,,
64628,2010,-7.74,117.26,,
64628,2011,-1.37,115.65,,
64628,2012,-4.43,110.52,,
64628,2013,1.36,112.03,,
64628,2014,6.98,119.84,,
64628,2015,-5.25,113.56,,
64628,2016,1.9,115.71,,
64628,2017,-3.61,111.53,,
64628,2018,11.44,124.28,,
64628,2019,0.95,125.47,,
64628,2020,7.89,135.37,,
64628,2021,2.36,138.57,,
64628,2022,9.14,151.23,,
64628,2023,20.35,181.99,,
64628,2024,6.63,194.05,,
64865,1998,,100.0,,90.82
64865,1999,19.47,119.47,,108.51
64865,2000,-7.84,110.1,,100.0
64865,2001,2.69,113.07,,102.69
64865,2002,7.85,121.94,,110.75
64865,2003,-0.13,121.79,,110.62
64865,2004,-2.32,118.96,,108.04
64865,2005,11.56,132.71,,120.53
64865,2006,0.96,133.99,,121.7
64865,2007,0.48,134.64,,122.29
64865,2008,8.8,146.49,,133.05
64865,2009,0.47,147.18,,133.67
64865,2010,-10.19,132.19,,120.06
64865,2011,0.45,132.77,,120.59
64865,2012,2.29,135.82,,123.35
64865,2013,-0.68,134.89,,122.51
64865,2014,4.66,141.17,,128.22
64865,2015,15.53,163.1,,148.13
64865,2016,-13.37,141.3,,128.33
64865,2017,13.64,160.58,,145.84
64865,2018,-3.88,154.34,,140.18
64865,2019,6.48,164.34,,149.26
64865,2020,4.25,171.32,,155.6
64865,2021,11.92,191.75,,174.15
64865,2022,8.13,207.34,,188.32
64865,2023,14.03,236.44,,214.75
64865,2024,21.49,287.26,,260.9
65781,1992,,100.0,,65.89
65781,1993,2.02,102.02,,67.22
65781,1994,14.28,116.59,,76.82
65781,1995,8.5,126.51,,83.35
65781,1996,8.14,136.8,,90.13
65781,1997,2.28,139.92,,92.19
65781,1998,2.3,143.14,,94.31
65781,1999,2.49,146.7,,96.66
65781,2000,3.46,151.78,,100.0
65781,2001,1.6,154.2,,101.6
65781,2002,3.2,159.13,,104.84
65781,2003,2.05,162.39,,106.99
65781,2004,1.17,164.28,,108.24
65781,2005,6.17,174.42,,114.92
65781,2006,9.23,190.52,,125.52
65781,2007,3.22,196.66,,129.57
65781,2008,-4.57,187.68,,123.65
65781,2009,-3.1,181.86,,119.82
65781,2010,-2.36,177.57,,116.99
65781,2011,-4.58,169.44,,111.64
65781,2012,1.34,171.71,,113.14
65781,2013,0.26,172.16,,113.43
65781,2014,2.99,177.3,,116.82
65781,2015,3.12,182.84,,120.46
65781,2016,3.21,188.7,,124.33
65781,2017,5.41,198.9,,131.05
65781,2018,6.92,212.66,,140.11
65781,2019,4.75,222.75,,146.76
65781,2020,6.5,237.22,,156.3
65781,2021,11.61,264.76,,174.44
65781,2022,18.34,313.32,,206.44
65781,2023,11.06,347.99,,229.28
65781,2024,1.4,352.86,,232.49
67002,1979,,100.0,82.65,60.3
67002,1980,9.11,109.11,90.18,65.79
67002,1981,-6.52,102.0,84.3,61.5
67002,1982,,,,
67002,1983,,124.65,103.02,75.16
67002,1984,-5.41,117.9,97.45,71.09
67002,1985,-4.65,112.42,92.91,67.78
67002,1986,3.18,115.99,95.87,69.94
67002,1987,-1.67,114.05,94.27,68.77
67002,1988,4.78,119.51,98.77,72.06
67002,1989,0.34,119.91,99.1,72.3
67002,1990,0.9,120.99,100.0,72.95
67002,1991,1.57,122.89,101.57,74.1
67002,1992,1.19,124.36,102.78,74.98
67002,1993,4.1,129.46,107.0,78.06
67002,1994,3.46,133.94,110.7,80.76
67002,1995,6.26,142.33,117.63,85.82
67002,1996,3.67,147.55,121.95,88.97
67002,1997,3.4,152.56,126.09,91.99
67002,1998,3.63,158.11,130.68,95.33
67002,1999,2.52,162.09,133.97,97.73
67002,2000,2.32,165.85,137.08,100.0
67002,2001,1.57,168.45,139.22,101.57
67002,2002,2.74,173.07,143.04,104.35
67002,2003,1.83,176.24,145.66,106.26
67002,2004,2.49,180.62,149.28,108.91
67002,2005,2.99,186.02,153.75,112.16
67002,2006,2.51,190.7,157.61,114.98
67002,2007,2.68,195.81,161.84,118.07
67002,2008,3.27,202.23,167.14,121.93
67002,2009,0.12,202.47,167.34,122.08
67002,2010,0.07,202.61,167.46,122.16
67002,2011,-1.39,199.78,165.12,120.46
67002,2012,-4.8,190.19,157.2,114.68
67002,2013,6.68,202.9,167.7,122.34
67002,2014,0.37,203.66,168.32,122.8
67002,2015,11.12,226.29,187.03,136.45
67002,2016,0.13,226.59,187.27,136.62
67002,2017,3.27,234.0,193.4,141.09
67002,2018,3.66,242.57,200.49,146.26
67002,2019,1.9,247.18,204.29,149.04
67002,2020,4.01,257.09,212.48,155.01
67002,2021,8.73,279.53,231.03,168.54
67002,2022,9.09,304.94,252.04,183.87
67002,2023,24.18,378.67,312.98,228.32
67002,2024,-3.34,366.01,302.51,220.69
68405,1998,,100.0,,90.7
68405,1999,4.65,104.65,,94.92
68405,2000,5.35,110.26,,100.0
68405,2001,3.06,113.63,,103.06
68405,2002,6.89,121.45,,110.16
68405,2003,-0.93,120.33,,109.14
68405,2004,7.39,129.22,,117.2
68405,2005,4.65,135.24,,122.66
68405,2006,1.16,136.8,,124.08
68405,2007,4.15,142.48,,129.22
68405,2008,-1.68,140.09,,127.05
68405,2009,-3.22,135.57,,122.96
68405,2010,1.82,138.04,,125.2
68405,2011,3.61,143.02,,129.72
68405,2012,-0.71,142.01,,128.8
68405,2013,6.83,151.71,,137.6
68405,2014,2.43,155.39,,140.94
68405,2015,2.49,159.26,,144.44
68405,2016,8.66,173.04,,156.94
68405,2017,3.19,178.57,,161.96
68405,2018,0.96,180.28,,163.51
68405,2019,10.48,199.17,,180.64
68405,2020,-0.9,197.37,,179.01
68405,2021,15.56,228.09,,206.87
68405,2022,6.34,242.54,,219.98
68405,2023,3.86,251.91,,228.48
68405,2024,41.22,355.74,,322.65
69153,1997,,100.0,,89.51
69153,1998,-2.15,97.85,,87.58
69153,1999,8.52,106.18,,95.04
69153,2000,5.22,111.72,,100.0
69153,2001,5.95,118.37,,105.95
69153,2002,3.96,123.06,,110.14
69153,2003,-2.66,119.78,,107.21
69153,2004,2.55,122.83,,109.94
69153,2005,0.66,123.65,,110.67
69153,2006,-0.33,123.24,,110.31
69153,2007,6.07,130.73,,117.01
69153,2008,2.37,133.82,,119.78
69153,2009,-3.47,129.18,,115.62
69153,2010,4.2,134.6,,120.48
69153,2011,-1.7,132.32,,118.43
69153,2012,2.86,136.11,,121.82
69153,2013,0.61,136.94,,122.57
69153,2014,7.35,147.0,,131.57
69153,2015,6.38,156.37,,139.96
69153,2016,1.53,158.76,,142.1
69153,2017,2.06,162.03,,145.03
69153,2018,11.39,180.48,,161.54
69153,2019,4.09,187.86,,168.15
69153,2020,6.73,200.51,,179.47
69153,2021,7.93,216.4,,193.69
69153,2022,14.3,247.35,,221.39
69153,2023,-1.88,242.7,,217.24
69153,2024,18.07,286.56,,256.49
70056,1977,,100.0,71.62,43.59
70056,1978,25.36,125.36,89.78,54.65
70056,1979,2.22,128.14,91.77,55.86
70056,1980,13.41,145.33,104.08,63.35
70056,1981,16.66,169.54,121.42,73.91
70056,1982,-2.04,166.07,118.94,72.4
70056,1983,-3.09,160.94,115.26,70.16
70056,1984,-6.38,150.68,107.91,65.68
70056,1985,7.64,162.19,116.16,70.7
70056,1986,5.99,171.9,123.11,74.93
70056,1987,-10.13,154.49,110.64,67.34
70056,1988,-5.41,146.13,104.65,63.7
70056,1989,-4.44,139.64,100.01,60.87
70056,1990,-0.01,139.63,100.0,60.87
70056,1991,-3.76,134.38,96.24,58.58
70056,1992,15.8,155.61,111.45,67.84
70056,1993,3.17,160.55,114.99,69.99
70056,1994,4.19,167.28,119.8,72.92
70056,1995,3.12,172.5,123.54,75.2
70056,1996,5.96,182.78,130.91,79.68
70056,1997,6.11,193.96,138.91,84.55
70056,1998,6.53,206.61,147.97,90.07
70056,1999,2.96,212.73,152.35,92.73
70056,2000,7.84,229.4,164.29,100.0
70056,2001,4.65,240.07,171.93,104.65
70056,2002,4.32,250.43,179.35,109.17
70056,2003,4.76,262.36,187.9,114.37
70056,2004,5.51,276.81,198.25,120.67
70056,2005,7.9,298.69,213.92,130.21
70056,2006,10.9,331.24,237.22,144.39
70056,2007,2.83,340.6,243.93,148.48
70056,2008,-0.28,339.65,243.25,148.06
70056,2009,-4.57,324.13,232.13,141.29
70056,2010,-4.16,310.63,222.47,135.41
70056,2011,-3.96,298.34,213.66,130.05
70056,2012,1.66,303.29,217.21,132.21
70056,2013,0.98,306.26,219.34,133.51
70056,2014,-3.94,294.2,210.7,128.25
70056,2015,0.46,295.55,211.67,128.84
70056,2016,4.94,310.14,222.11,135.2
70056,2017,3.12,319.82,229.05,139.42
70056,2018,6.36,340.16,243.62,148.29
70056,2019,8.1,367.73,263.36,160.3
70056,2020,2.76,377.88,270.63,164.73
70056,2021,8.53,410.1,293.7,178.77
70056,2022,11.73,458.22,328.17,199.75
70056,2023,3.34,473.52,339.13,206.42
70056,2024,2.11,483.52,346.28,210.78
70068,1978,,100.0,79.74,54.17
70068,1979,20.72,120.72,96.26,65.4
70068,1980,12.39,135.68,108.19,73.5
70068,1981,8.1,146.67,116.95,79.45
70068,1982,4.68,153.53,122.42,83.17
70068,1983,0.16,153.78,122.62,83.3
70068,1984,-3.32,148.68,118.55,80.54
70068,1985,-1.64,146.24,116.61,79.21
70068,1986,-5.34,138.42,110.38,74.98
70068,1987,-1.9,135.79,108.28,73.56
70068,1988,-4.89,129.15,102.98,69.96
70068,1989,-6.51,120.75,96.28,65.41
70068,1990,3.86,125.41,100.0,67.93
70068,1991,2.91,129.05,102.91,69.91
70068,1992,4.55,134.93,107.59,73.09
70068,1993,3.63,139.83,111.5,75.75
70068,1994,4.2,145.7,116.18,78.93
70068,1995,4.2,151.82,121.06,82.24
70068,1996,5.76,160.56,128.03,86.98
70068,1997,4.27,167.41,133.49,90.69
70068,1998,2.64,171.84,137.02,93.08
70068,1999,4.74,179.98,143.51,97.49
70068,2000,2.57,184.61,147.2,100.0
70068,2001,5.63,195.0,155.49,105.63
70068,2002,3.27,201.37,160.57,109.08
70068,2003,3.23,207.87,165.75,112.6
70068,2004,5.64,219.6,175.11,118.96
70068,2005,8.15,237.49,189.37,128.65
70068,2006,17.76,279.67,223.01,151.5
70068,2007,4.02,290.9,231.96,157.58
70068,2008,-3.79,279.86,223.16,151.6
70068,2009,-4.72,266.67,212.64,144.45
70068,2010,-5.01,253.3,201.98,137.21
70068,2011,-2.16,247.82,197.61,134.24
70068,2012,-5.42,234.38,186.89,126.96
70068,2013,3.95,243.64,194.28,131.98
70068,2014,-0.1,243.39,194.08,131.84
70068,2015,1.45,246.92,196.89,133.76
70068,2016,2.52,253.16,201.86,137.13
70068,2017,4.09,263.51,210.12,142.74
70068,2018,3.09,271.66,216.62,147.16
70068,2019,3.82,282.04,224.9,152.78
70068,2020,2.82,290.0,231.24,157.09
70068,2021,4.24,302.3,241.05,163.76
70068,2022,13.05,341.77,272.52,185.13
70068,2023,6.58,364.26,290.46,197.32
70068,2024,-6.8,339.5,270.71,183.91
70090,1998,,100.0,,95.86
70090,1999,5.75,105.75,,101.37
70090,2000,-1.35,104.32,,100.0
70090,2001,8.77,113.47,,108.77
70090,2002,3.67,117.63,,112.75
70090,2003,6.88,125.72,,120.51
70090,2004,1.17,127.19,,121.92
70090,2005,12.34,142.88,,136.96
70090,2006,19.21,170.32,,163.27
70090,2007,-4.85,162.07,,155.35
70090,2008,4.46,169.29,,162.28
70090,2009,-0.82,167.91,,160.95
70090,2010,1.3,170.09,,163.04
70090,2011,-1.23,167.99,,161.03
70090,2012,10.96,186.41,,178.68
70090,2013,-9.54,168.62,,161.63
70090,2014,1.77,171.6,,164.49
70090,2015,7.62,184.67,,177.01
70090,2016,-9.66,166.82,,159.91
70090,2017,14.38,190.81,,182.9
70090,2018,1.94,194.5,,186.44
70090,2019,0.66,195.78,,187.66
70090,2020,7.09,209.66,,200.97
70090,2021,3.05,216.04,,207.09
70090,2022,16.78,252.29,,241.84
70090,2023,-5.02,239.62,,229.69
70090,2024,,,,
70115,1978,,100.0,66.04,38.13
70115,1979,29.76,129.76,85.7,49.47
70115,1980,-12.39,113.68,75.07,43.34
70115,1981,1.37,115.24,76.11,43.93
70115,1982,-17.87,94.64,62.5,36.08
70115,1983,73.82,164.51,108.64,62.72
70115,1984,11.89,184.07,121.57,70.18
70115,1985,-9.07,167.39,110.55,63.82
70115,1986,2.51,171.59,113.32,65.42
